key	source	name	k10	k25	k50	k100	k200	provenance
go:GO:0150116	go	regulation of cell-substrate junction organization	5	12	25	49	93	
go:GO:0170041	go	non-proteinogenic amino acid metabolic process	2	3	7	15	30	
go:GO:0170043	go	non-proteinogenic amino acid biosynthetic process	2	3	7	15	30	
go:GO:0170062	go	nutrient storage	3	7	14	32	57	
go:GO:0180059	go	protein O-linked glycosylation via glucose	4	10	21	43	83	
go:GO:1900029	go	positive regulation of ruffle assembly	5	12	25	50	96	
go:GO:1900103	go	positive regulation of endoplasmic reticulum unfolded protein response	10	25	50	99	197	
go:GO:1900118	go	negative regulation of execution phase of apoptosis	8	20	38	73	144	
go:GO:1900222	go	negative regulation of amyloid-beta clearance	8	20	39	75	147	
go:GO:1900239	go	regulation of phenotypic switching	6	15	30	59	114	
go:GO:1900246	go	positive regulation of RIG-I signaling pathway	9	21	42	82	159	
go:GO:1901072	go	glucosamine-containing compound catabolic process	4	10	21	43	85	
go:GO:1901078	go	negative regulation of relaxation of muscle	8	20	39	74	146	
go:GO:1901096	go	regulation of autophagosome maturation	10	25	50	100	200	
go:GO:1901098	go	positive regulation of autophagosome maturation	10	25	50	100	200	
go:GO:1901224	go	positive regulation of non-canonical NF-kappaB signal transduction	1	2	3	7	10	
go:GO:1901329	go	regulation of odontoblast differentiation	5	14	28	54	102	
go:GO:1901334	go	lactone metabolic process	3	7	16	35	65	
go:GO:1901502	go	ether catabolic process	3	7	17	36	68	
go:GO:1901503	go	ether biosynthetic process	3	7	17	36	68	
go:GO:1901568	go	fatty acid derivative metabolic process	3	7	16	35	63	
go:GO:1901623	go	regulation of lymphocyte chemotaxis	1	1	2	4	5	
go:GO:1901654	go	response to ketone	3	7	15	34	61	
go:GO:1901655	go	cellular response to ketone	3	7	15	34	61	
go:GO:1901659	go	glycosyl compound biosynthetic process	4	10	21	43	85	
go:GO:1901679	go	nucleotide transmembrane transport	10	23	46	91	181	
go:GO:1901722	go	obsolete regulation of cell proliferation involved in kidney development	5	13	27	53	100	
go:GO:1901858	go	regulation of mitochondrial DNA metabolic process	10	23	46	91	180	
go:GO:1901874	go	negative regulation of post-translational protein modification	8	20	38	73	143	
go:GO:1901950	go	dense core granule transport	7	19	37	72	141	
go:GO:1902045	go	negative regulation of Fas signaling pathway	8	20	38	73	144	
go:GO:1902075	go	cellular response to salt	2	4	8	19	37	
go:GO:1902080	go	regulation of calcium ion import into sarcoplasmic reticulum	10	24	47	92	182	
go:GO:1902165	go	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	10	22	43	83	166	
go:GO:1902170	go	cellular response to reactive nitrogen species	2	4	9	21	40	
go:GO:1902230	go	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	8	20	38	73	144	
go:GO:1902231	go	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	8	20	38	73	144	
go:GO:1902237	go	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	10	25	50	99	197	
go:GO:1902255	go	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator	10	22	43	83	166	
go:GO:1902275	go	regulation of chromatin organization	7	18	35	67	130	
go:GO:1902292	go	cell cycle DNA replication initiation	9	21	41	79	154	
go:GO:1902410	go	mitotic cytokinetic process	7	18	35	68	132	
go:GO:1902423	go	regulation of attachment of mitotic spindle microtubules to kinetochore	7	18	35	67	129	
go:GO:1902425	go	positive regulation of attachment of mitotic spindle microtubules to kinetochore	7	18	35	67	129	
go:GO:1902475	go	L-alpha-amino acid transmembrane transport	4	9	19	40	78	
go:GO:1902513	go	regulation of organelle transport along microtubule	7	19	37	72	141	
go:GO:1902533	go	positive regulation of intracellular signal transduction	10	22	44	87	174	
go:GO:1902683	go	regulation of receptor localization to synapse	7	17	33	63	121	
go:GO:1902746	go	regulation of lens fiber cell differentiation	2	6	12	27	50	
go:GO:1902747	go	negative regulation of lens fiber cell differentiation	2	6	12	27	50	
go:GO:1902951	go	negative regulation of dendritic spine maintenance	7	17	34	65	124	
go:GO:1902956	go	regulation of mitochondrial electron transport, NADH to ubiquinone	10	23	46	91	180	
go:GO:1902992	go	negative regulation of amyloid precursor protein catabolic process	8	20	39	75	147	
go:GO:1902993	go	positive regulation of amyloid precursor protein catabolic process	8	20	39	75	147	
go:GO:1902996	go	regulation of neurofibrillary tangle assembly	7	19	37	72	140	
go:GO:1903027	go	regulation of opsonization	1	2	5	11	20	
go:GO:1903038	go	negative regulation of leukocyte cell-cell adhesion	5	12	25	49	93	
go:GO:1903051	go	obsolete negative regulation of proteolysis involved in protein catabolic process	8	20	38	73	143	
go:GO:1903053	go	regulation of extracellular matrix organization	5	12	25	50	94	
go:GO:1903054	go	negative regulation of extracellular matrix organization	5	12	25	50	94	
go:GO:1903076	go	regulation of protein localization to plasma membrane	10	25	50	97	193	
go:GO:1903146	go	regulation of autophagy of mitochondrion	10	25	49	95	189	
go:GO:1903147	go	negative regulation of autophagy of mitochondrion	8	20	38	73	143	
go:GO:1903169	go	regulation of calcium ion transmembrane transport	10	24	47	92	182	
go:GO:1903241	go	U2-type prespliceosome assembly	9	21	42	82	160	
go:GO:1903294	go	regulation of glutamate secretion, neurotransmission	7	17	33	63	121	
go:GO:1903306	go	negative regulation of regulated secretory pathway	8	20	39	76	151	
go:GO:1903327	go	negative regulation of tRNA metabolic process	8	20	38	73	143	
go:GO:1903444	go	negative regulation of brown fat cell differentiation	8	20	39	75	148	
go:GO:1903564	go	regulation of protein localization to cilium	7	19	37	72	139	
go:GO:1903573	go	negative regulation of response to endoplasmic reticulum stress	10	25	50	99	197	
go:GO:1903689	go	regulation of wound healing, spreading of epidermal cells	5	11	22	44	87	
go:GO:1903698	go	positive regulation of microvillus assembly	5	14	29	56	106	
go:GO:1903722	go	regulation of centriole elongation	7	18	35	67	129	
go:GO:1903726	go	negative regulation of phospholipid metabolic process	8	20	39	75	148	
go:GO:1903799	go	negative regulation of miRNA processing	9	21	42	81	157	
go:GO:1903859	go	regulation of dendrite extension	7	17	34	65	124	
go:GO:1903894	go	regulation of IRE1-mediated unfolded protein response	10	25	50	99	197	
go:GO:1903897	go	regulation of PERK-mediated unfolded protein response	10	25	50	99	197	
go:GO:1903898	go	negative regulation of PERK-mediated unfolded protein response	10	25	50	99	197	
go:GO:1904018	go	positive regulation of vasculature development	5	12	26	52	98	
go:GO:1904045	go	cellular response to aldosterone	2	4	8	18	34	
go:GO:1904178	go	negative regulation of adipose tissue development	8	20	39	75	148	
go:GO:1904179	go	positive regulation of adipose tissue development	3	7	15	34	62	
go:GO:1904181	go	positive regulation of membrane depolarization	6	16	32	61	119	
go:GO:1904293	go	negative regulation of ERAD pathway	10	25	50	98	195	
go:GO:1904321	go	response to forskolin	10	24	47	92	182	
go:GO:1904356	go	regulation of telomere maintenance via telomere lengthening	7	18	35	69	135	
go:GO:1904357	go	negative regulation of telomere maintenance via telomere lengthening	7	18	35	69	135	
go:GO:1904385	go	cellular response to angiotensin	2	4	8	18	34	
go:GO:1904417	go	positive regulation of xenophagy	1	2	3	7	10	
go:GO:1904427	go	positive regulation of calcium ion transmembrane transport	10	24	47	92	182	
go:GO:1904478	go	regulation of intestinal absorption	4	9	19	39	77	
go:GO:1904636	go	response to ionomycin	10	24	47	92	182	
go:GO:1904668	go	positive regulation of ubiquitin protein ligase activity	10	25	50	100	199	
go:GO:1904673	go	negative regulation of somatic stem cell population maintenance	5	13	27	53	100	
go:GO:1904749	go	regulation of protein localization to nucleolus	9	21	42	82	165	
go:GO:1904776	go	regulation of protein localization to cell cortex	7	19	37	72	140	
go:GO:1904823	go	purine nucleobase transmembrane transport	2	3	6	12	21	
go:GO:1904861	go	excitatory synapse assembly	7	17	33	64	123	
go:GO:1904978	go	regulation of endosome organization	10	25	50	100	200	
go:GO:1904995	go	negative regulation of leukocyte adhesion to vascular endothelial cell	5	12	25	49	93	
go:GO:1904999	go	positive regulation of leukocyte adhesion to arterial endothelial cell	5	12	25	49	93	
go:GO:1905203	go	regulation of connective tissue replacement	5	12	25	50	94	
go:GO:1905207	go	regulation of cardiocyte differentiation	5	14	29	58	112	
go:GO:1905232	go	cellular response to L-glutamate	2	5	11	25	46	
go:GO:1905330	go	regulation of morphogenesis of an epithelium	5	11	23	45	88	
go:GO:1905335	go	regulation of aggrephagy	10	25	49	95	190	
go:GO:1905477	go	positive regulation of protein localization to membrane	10	25	50	97	193	
go:GO:1905503	go	regulation of motile cilium assembly	7	19	37	72	139	
go:GO:1905563	go	negative regulation of vascular endothelial cell proliferation	8	20	39	74	145	
go:GO:1905603	go	regulation of blood-brain barrier permeability	7	19	37	72	140	
go:GO:1905634	go	regulation of protein localization to chromatin	7	18	35	67	130	
go:GO:1905710	go	positive regulation of membrane permeability	10	23	46	91	181	
go:GO:1905821	go	positive regulation of chromosome condensation	7	18	35	67	129	
go:GO:1905868	go	regulation of 3'-UTR-mediated mRNA stabilization	9	21	42	82	161	
go:GO:1905870	go	positive regulation of 3'-UTR-mediated mRNA stabilization	9	21	42	82	161	
go:GO:1905898	go	positive regulation of response to endoplasmic reticulum stress	10	25	50	99	197	
go:GO:1905907	go	negative regulation of amyloid fibril formation	8	20	39	75	147	
go:GO:1905952	go	regulation of lipid localization	3	7	14	32	58	
go:GO:1990048	go	anterograde neuronal dense core vesicle transport	7	19	37	72	141	
go:GO:1990138	go	neuron projection extension	7	17	34	66	125	
go:GO:1990144	go	intrinsic apoptotic signaling pathway in response to hypoxia	10	22	43	84	167	
go:GO:1990418	go	response to insulin-like growth factor stimulus	8	20	39	76	149	
go:GO:1990573	go	potassium ion import across plasma membrane	2	4	8	19	35	
go:GO:1990849	go	vacuolar localization	10	25	50	98	196	
go:GO:1990926	go	short-term synaptic potentiation	7	17	33	63	121	
go:GO:1990962	go	xenobiotic transport across blood-brain barrier	7	19	37	72	140	
go:GO:2000008	go	regulation of protein localization to cell surface	10	25	50	97	193	
go:GO:2000047	go	regulation of cell-cell adhesion mediated by cadherin	5	11	23	46	89	
go:GO:2000048	go	negative regulation of cell-cell adhesion mediated by cadherin	5	11	23	46	89	
go:GO:2000105	go	positive regulation of DNA-templated DNA replication	10	25	50	100	200	
go:GO:2000106	go	regulation of leukocyte apoptotic process	1	2	5	9	15	
go:GO:2000209	go	regulation of anoikis	5	12	25	50	94	
go:GO:2000242	go	negative regulation of reproductive process	8	20	38	73	143	
go:GO:2000319	go	regulation of T-helper 17 cell differentiation	1	1	2	4	6	
go:GO:2000328	go	regulation of T-helper 17 cell lineage commitment	1	1	2	4	6	
go:GO:2000340	go	positive regulation of chemokine (C-X-C motif) ligand 1 production	1	2	5	11	19	
go:GO:2000378	go	negative regulation of reactive oxygen species metabolic process	8	20	38	73	144	
go:GO:2000394	go	positive regulation of lamellipodium morphogenesis	5	12	25	50	96	
go:GO:2000403	go	positive regulation of lymphocyte migration	1	2	5	11	19	
go:GO:2000404	go	regulation of T cell migration	1	1	2	4	5	
go:GO:2000586	go	regulation of platelet-derived growth factor receptor-beta signaling pathway	10	22	44	87	174	
go:GO:2000625	go	regulation of miRNA catabolic process	9	21	42	81	157	
go:GO:2000669	go	negative regulation of dendritic cell apoptotic process	8	20	38	73	144	
go:GO:2000675	go	negative regulation of type B pancreatic cell apoptotic process	8	20	39	76	151	
go:GO:2000766	go	negative regulation of cytoplasmic translation	8	20	38	73	143	
go:GO:2000772	go	regulation of cellular senescence	7	18	35	69	133	
go:GO:2000826	go	regulation of heart morphogenesis	5	14	29	58	112	
go:GO:2000831	go	regulation of steroid hormone secretion	8	20	39	76	151	
go:GO:2001024	go	negative regulation of response to drug	8	20	38	73	144	
go:GO:2001186	go	negative regulation of CD8-positive, alpha-beta T cell activation	1	1	2	4	7	
go:GO:2001200	go	positive regulation of dendritic cell differentiation	1	1	2	4	5	
go:GO:2001234	go	negative regulation of apoptotic signaling pathway	8	20	38	73	144	
go:GO:2001238	go	positive regulation of extrinsic apoptotic signaling pathway	10	22	43	84	168	
go:GO:2001245	go	regulation of phosphatidylcholine biosynthetic process	3	7	17	36	68	
go:GO:2001252	go	positive regulation of chromosome organization	7	18	35	67	129	
hallmark:HALLMARK_ADIPOGENESIS	hallmark	HALLMARK_ADIPOGENESIS	3	7	15	34	62	
hallmark:HALLMARK_ALLOGRAFT_REJECTION	hallmark	HALLMARK_ALLOGRAFT_REJECTION	1	1	2	4	7	
hallmark:HALLMARK_ANDROGEN_RESPONSE	hallmark	HALLMARK_ANDROGEN_RESPONSE	2	6	13	29	54	
hallmark:HALLMARK_ANGIOGENESIS	hallmark	HALLMARK_ANGIOGENESIS	5	12	26	52	98	
hallmark:HALLMARK_APICAL_JUNCTION	hallmark	HALLMARK_APICAL_JUNCTION	5	11	23	46	89	
hallmark:HALLMARK_APICAL_SURFACE	hallmark	HALLMARK_APICAL_SURFACE	5	11	23	45	88	
hallmark:HALLMARK_APOPTOSIS	hallmark	HALLMARK_APOPTOSIS	10	22	43	84	168	
hallmark:HALLMARK_BILE_ACID_METABOLISM	hallmark	HALLMARK_BILE_ACID_METABOLISM	3	7	15	33	60	
hallmark:HALLMARK_CHOLESTEROL_HOMEOSTASIS	hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	3	7	15	33	59	
hallmark:HALLMARK_COAGULATION	hallmark	HALLMARK_COAGULATION	5	12	24	48	92	
hallmark:HALLMARK_COMPLEMENT	hallmark	HALLMARK_COMPLEMENT	1	2	5	11	18	
hallmark:HALLMARK_DNA_REPAIR	hallmark	HALLMARK_DNA_REPAIR	9	21	41	80	156	
hallmark:HALLMARK_E2F_TARGETS	hallmark	HALLMARK_E2F_TARGETS	9	21	42	82	163	
hallmark:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	hallmark	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	5	11	23	45	88	
hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	HALLMARK_ESTROGEN_RESPONSE_EARLY	2	6	13	28	53	
hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	2	6	13	28	53	
hallmark:HALLMARK_FATTY_ACID_METABOLISM	hallmark	HALLMARK_FATTY_ACID_METABOLISM	3	7	16	35	63	
hallmark:HALLMARK_G2M_CHECKPOINT	hallmark	HALLMARK_G2M_CHECKPOINT	10	25	48	94	188	
hallmark:HALLMARK_GLYCOLYSIS	hallmark	HALLMARK_GLYCOLYSIS	4	10	21	43	85	
hallmark:HALLMARK_HEDGEHOG_SIGNALING	hallmark	HALLMARK_HEDGEHOG_SIGNALING	5	14	29	58	113	
hallmark:HALLMARK_HEME_METABOLISM	hallmark	HALLMARK_HEME_METABOLISM	2	3	7	16	31	
hallmark:HALLMARK_HYPOXIA	hallmark	HALLMARK_HYPOXIA	2	3	7	16	31	
hallmark:HALLMARK_IL2_STAT5_SIGNALING	hallmark	HALLMARK_IL2_STAT5_SIGNALING	10	22	44	89	177	
hallmark:HALLMARK_IL6_JAK_STAT3_SIGNALING	hallmark	HALLMARK_IL6_JAK_STAT3_SIGNALING	1	2	3	7	11	
hallmark:HALLMARK_INFLAMMATORY_RESPONSE	hallmark	HALLMARK_INFLAMMATORY_RESPONSE	1	2	4	8	12	
hallmark:HALLMARK_INTERFERON_ALPHA_RESPONSE	hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	1	2	3	5	8	
hallmark:HALLMARK_INTERFERON_GAMMA_RESPONSE	hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	1	2	3	5	8	
hallmark:HALLMARK_KRAS_SIGNALING_DN	hallmark	HALLMARK_KRAS_SIGNALING_DN	10	25	50	100	198	
hallmark:HALLMARK_KRAS_SIGNALING_UP	hallmark	HALLMARK_KRAS_SIGNALING_UP	10	25	50	100	198	
hallmark:HALLMARK_MITOTIC_SPINDLE	hallmark	HALLMARK_MITOTIC_SPINDLE	7	18	35	68	132	
hallmark:HALLMARK_MTORC1_SIGNALING	hallmark	HALLMARK_MTORC1_SIGNALING	10	23	45	90	179	
hallmark:HALLMARK_MYC_TARGETS_V1	hallmark	HALLMARK_MYC_TARGETS_V1	10	23	45	90	178	
hallmark:HALLMARK_MYC_TARGETS_V2	hallmark	HALLMARK_MYC_TARGETS_V2	10	23	45	90	178	
hallmark:HALLMARK_MYOGENESIS	hallmark	HALLMARK_MYOGENESIS	6	15	30	59	116	
hallmark:HALLMARK_NOTCH_SIGNALING	hallmark	HALLMARK_NOTCH_SIGNALING	5	12	26	51	97	
hallmark:HALLMARK_OXIDATIVE_PHOSPHORYLATION	hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	2	3	6	13	23	
hallmark:HALLMARK_P53_PATHWAY	hallmark	HALLMARK_P53_PATHWAY	10	22	43	83	166	
hallmark:HALLMARK_PANCREAS_BETA_CELLS	hallmark	HALLMARK_PANCREAS_BETA_CELLS	4	10	20	41	80	
hallmark:HALLMARK_PEROXISOME	hallmark	HALLMARK_PEROXISOME	3	7	14	32	58	
hallmark:HALLMARK_PI3K_AKT_MTOR_SIGNALING	hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	10	22	44	87	174	
hallmark:HALLMARK_PROTEIN_SECRETION	hallmark	HALLMARK_PROTEIN_SECRETION	5	14	29	55	104	
hallmark:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2	3	7	16	31	
hallmark:HALLMARK_SPERMATOGENESIS	hallmark	HALLMARK_SPERMATOGENESIS	2	6	13	30	55	
hallmark:HALLMARK_TGF_BETA_SIGNALING	hallmark	HALLMARK_TGF_BETA_SIGNALING	10	22	44	88	175	
hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	1	2	3	7	10	
hallmark:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	10	25	50	99	197	
hallmark:HALLMARK_UV_RESPONSE_DN	hallmark	HALLMARK_UV_RESPONSE_DN	5	11	22	44	86	
hallmark:HALLMARK_UV_RESPONSE_UP	hallmark	HALLMARK_UV_RESPONSE_UP	5	11	22	44	86	
hallmark:HALLMARK_WNT_BETA_CATENIN_SIGNALING	hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	10	22	44	86	170	
hallmark:HALLMARK_XENOBIOTIC_METABOLISM	hallmark	HALLMARK_XENOBIOTIC_METABOLISM	2	3	7	15	25	
reactome:R-HSA-1059683	reactome	Interleukin-6 signaling	1	2	3	7	11	
reactome:R-HSA-109581	reactome	Apoptosis	10	22	43	84	168	
reactome:R-HSA-109582	reactome	Hemostasis	5	12	24	48	92	
reactome:R-HSA-109606	reactome	Intrinsic Pathway for Apoptosis	10	22	43	84	167	
reactome:R-HSA-110312	reactome	Translesion synthesis by REV1	9	21	41	79	154	
reactome:R-HSA-110328	reactome	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	10	24	47	93	186	
reactome:R-HSA-110362	reactome	POLB-Dependent Long Patch Base Excision Repair	9	21	41	80	155	
reactome:R-HSA-110373	reactome	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	9	21	41	80	155	
reactome:R-HSA-110381	reactome	Resolution of AP sites via the single-nucleotide replacement pathway	9	21	41	80	155	
reactome:R-HSA-111367	reactome	SLBP independent Processing of Histone Pre-mRNAs	9	21	42	82	160	
reactome:R-HSA-111453	reactome	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	10	22	43	84	167	
reactome:R-HSA-111885	reactome	Opioid Signalling	2	5	11	25	45	
reactome:R-HSA-111933	reactome	Calmodulin induced events	10	24	47	92	182	
reactome:R-HSA-111995	reactome	phospho-PLA2 pathway	3	7	17	36	68	
reactome:R-HSA-111996	reactome	Ca-dependent events	10	24	47	92	182	
reactome:R-HSA-112307	reactome	Transmission across Electrical Synapses	7	19	37	72	141	
reactome:R-HSA-112311	reactome	Neurotransmitter clearance	7	17	33	63	121	
reactome:R-HSA-114294	reactome	Activation, translocation and oligomerization of BAX	10	22	43	84	167	
reactome:R-HSA-114608	reactome	Platelet degranulation	5	12	24	48	92	
reactome:R-HSA-1169408	reactome	ISG15 antiviral mechanism	1	2	3	5	8	
reactome:R-HSA-1169410	reactome	Antimicrobial mechanism of IFN-stimulated genes	1	2	3	5	8	
reactome:R-HSA-1187000	reactome	Fertilization	2	6	13	30	55	
reactome:R-HSA-1222541	reactome	Cell redox homeostasis	2	3	7	16	31	
reactome:R-HSA-1227986	reactome	Signaling by ERBB2	10	22	44	88	175	
reactome:R-HSA-1234158	reactome	Regulation of gene expression by Hypoxia-inducible Factor	2	3	7	16	31	
reactome:R-HSA-1234174	reactome	Cellular response to hypoxia	2	4	9	21	40	
reactome:R-HSA-1234176	reactome	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	2	3	7	16	31	
reactome:R-HSA-1237112	reactome	Methionine salvage pathway	10	23	45	90	179	
reactome:R-HSA-1268020	reactome	Mitochondrial protein import	10	23	46	91	181	
reactome:R-HSA-1280215	reactome	Cytokine Signaling in Immune system	1	2	5	11	20	
reactome:R-HSA-1299287	reactome	Tandem pore domain halothane-inhibited K+ channel (THIK)	6	16	32	61	119	
reactome:R-HSA-1300642	reactome	Sperm Motility And Taxes	2	6	13	30	55	
reactome:R-HSA-141333	reactome	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	2	3	7	14	24	
reactome:R-HSA-141430	reactome	Inactivation of APC/C via direct inhibition of the APC/C complex	8	20	38	73	142	
reactome:R-HSA-1433617	reactome	Regulation of signaling by NODAL	5	14	29	58	112	
reactome:R-HSA-1474290	reactome	Collagen formation	4	10	21	42	82	
reactome:R-HSA-1483076	reactome	Synthesis of CL	3	7	17	36	68	
reactome:R-HSA-1483166	reactome	Synthesis of PA	3	7	17	36	68	
reactome:R-HSA-1483206	reactome	Glycerophospholipid biosynthesis	3	7	17	36	68	
reactome:R-HSA-1483249	reactome	Inositol phosphate metabolism	2	3	6	13	22	
reactome:R-HSA-156580	reactome	Phase II - Conjugation of compounds	2	3	7	15	25	
reactome:R-HSA-156581	reactome	Methylation	10	23	45	90	179	
reactome:R-HSA-156582	reactome	Acetylation	2	3	7	15	28	
reactome:R-HSA-1566977	reactome	Fibronectin matrix formation	5	12	25	50	94	
reactome:R-HSA-156711	reactome	Polo-like kinase mediated events	10	22	44	87	174	
reactome:R-HSA-1592230	reactome	Mitochondrial biogenesis	10	23	46	91	181	
reactome:R-HSA-159740	reactome	Gamma-carboxylation of protein precursors	10	24	47	93	185	
reactome:R-HSA-159782	reactome	Removal of aminoterminal propeptides from gamma-carboxylated proteins	10	24	47	93	185	
reactome:R-HSA-159854	reactome	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	10	24	47	93	185	
reactome:R-HSA-1606341	reactome	IRF3 mediated activation of type 1 IFN	1	2	3	5	8	
reactome:R-HSA-162589	reactome	Reverse Transcription of HIV RNA	9	21	40	77	152	
reactome:R-HSA-162699	reactome	Synthesis of dolichyl-phosphate mannose	4	10	21	43	83	
reactome:R-HSA-1632852	reactome	Macroautophagy	10	25	49	95	190	
reactome:R-HSA-163316	reactome	Mitochondrial transcription termination	9	21	42	81	158	
reactome:R-HSA-1640170	reactome	Cell Cycle	7	18	35	68	131	
reactome:R-HSA-164378	reactome	PKA activation in glucagon signalling	10	24	47	93	186	
reactome:R-HSA-164940	reactome	Nef mediated downregulation of MHC class I complex cell surface expression	1	1	2	3	3	
reactome:R-HSA-164944	reactome	Nef and signal transduction	1	2	3	7	10	
reactome:R-HSA-165159	reactome	MTOR signalling	10	23	45	90	179	
reactome:R-HSA-166016	reactome	Toll Like Receptor 4 (TLR4) Cascade	1	2	3	6	9	
reactome:R-HSA-1660510	reactome	PIPs transport between Golgi and plasma membranes	7	19	36	70	136	
reactome:R-HSA-166187	reactome	Mitochondrial Uncoupling	10	23	46	91	181	
reactome:R-HSA-166662	reactome	Lectin pathway of complement activation	1	2	5	11	18	
reactome:R-HSA-167160	reactome	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	9	21	40	77	152	
reactome:R-HSA-167172	reactome	Transcription of the HIV genome	9	21	40	77	152	
reactome:R-HSA-167246	reactome	Tat-mediated elongation of the HIV-1 transcript	9	21	40	77	152	
reactome:R-HSA-167590	reactome	Nef Mediated CD4 Down-regulation	1	1	2	3	3	
reactome:R-HSA-1679131	reactome	Trafficking and processing of endosomal TLR	1	2	3	6	9	
reactome:R-HSA-168142	reactome	Toll Like Receptor 10 (TLR10) Cascade	1	2	3	6	9	
reactome:R-HSA-168176	reactome	Toll Like Receptor 5 (TLR5) Cascade	1	2	3	6	9	
reactome:R-HSA-168268	reactome	Virus Assembly and Release	9	21	40	78	153	
reactome:R-HSA-168273	reactome	Influenza Viral RNA Transcription and Replication	9	21	40	78	153	
reactome:R-HSA-168333	reactome	NEP/NS2 Interacts with the Cellular Export Machinery	9	21	40	78	153	
reactome:R-HSA-173736	reactome	Alternative complement activation	1	2	5	11	18	
reactome:R-HSA-174143	reactome	APC/C-mediated degradation of cell cycle proteins	8	20	38	73	142	
reactome:R-HSA-174184	reactome	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	8	20	38	73	142	
reactome:R-HSA-175474	reactome	Assembly Of The HIV Virion	9	21	40	77	152	
reactome:R-HSA-176033	reactome	Interactions of Vpr with host cellular proteins	9	21	40	77	152	
reactome:R-HSA-177128	reactome	Conjugation of salicylate with glycine	2	3	7	15	28	
reactome:R-HSA-177135	reactome	Conjugation of benzoate with glycine	2	3	7	15	28	
reactome:R-HSA-1799339	reactome	SRP-dependent cotranslational protein targeting to membrane	10	25	50	98	194	
reactome:R-HSA-180910	reactome	Vpr-mediated nuclear import of PICs	9	21	40	77	152	
reactome:R-HSA-182218	reactome	Nef Mediated CD8 Down-regulation	1	1	2	3	3	
reactome:R-HSA-1839117	reactome	Signaling by cytosolic FGFR1 fusion mutants	10	22	44	87	174	
reactome:R-HSA-1855167	reactome	Synthesis of pyrophosphates in the cytosol	2	3	6	13	22	
reactome:R-HSA-1855191	reactome	Synthesis of IPs in the nucleus	2	3	6	13	22	
reactome:R-HSA-1855196	reactome	IP3 and IP4 transport between cytosol and nucleus	2	3	6	13	22	
reactome:R-HSA-189200	reactome	Cellular hexose transport	4	10	21	43	85	
reactome:R-HSA-189483	reactome	Heme degradation	2	3	7	16	31	
reactome:R-HSA-190242	reactome	FGFR1 ligand binding and activation	10	22	44	86	171	
reactome:R-HSA-190375	reactome	FGFR2c ligand binding and activation	10	22	44	86	171	
reactome:R-HSA-190840	reactome	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	7	19	37	72	141	
reactome:R-HSA-190861	reactome	Gap junction assembly	7	19	37	72	141	
reactome:R-HSA-1912399	reactome	Pre-NOTCH Processing in the Endoplasmic Reticulum	5	12	26	51	97	
reactome:R-HSA-192456	reactome	Digestion of dietary lipid	4	9	19	39	77	
reactome:R-HSA-192823	reactome	Viral mRNA Translation	9	21	40	78	153	
reactome:R-HSA-194068	reactome	Bile acid and bile salt metabolism	3	7	15	33	60	
reactome:R-HSA-194306	reactome	Neuropilin interactions with VEGF and VEGFR	10	22	44	86	172	
reactome:R-HSA-195253	reactome	Degradation of beta-catenin by the destruction complex	8	20	38	73	142	
reactome:R-HSA-195399	reactome	VEGF binds to VEGFR leading to receptor dimerization	5	12	26	52	98	
reactome:R-HSA-201556	reactome	Signaling by ALK	10	22	44	87	174	
reactome:R-HSA-202131	reactome	Metabolism of nitric oxide: NOS3 activation and regulation	2	3	7	16	31	
reactome:R-HSA-2022923	reactome	DS-GAG biosynthesis	4	10	21	42	82	
