key	source	name	k10	k25	k50	k100	k200	provenance
reactome:R-HSA-9013148	reactome	CDC42 GTPase cycle	9	20	38	76	150	
reactome:R-HSA-9013420	reactome	RHOU GTPase cycle	9	19	35	69	136	
reactome:R-HSA-9013425	reactome	RHOT1 GTPase cycle	9	19	35	69	136	
reactome:R-HSA-9013973	reactome	TICAM1-dependent activation of IRF3/IRF7	3	7	13	20	37	
reactome:R-HSA-9014843	reactome	Interleukin-33 signaling	3	7	13	20	38	
reactome:R-HSA-9017802	reactome	Noncanonical activation of NOTCH3	8	16	31	58	108	
reactome:R-HSA-9018519	reactome	Estrogen-dependent gene expression	9	21	40	81	159	
reactome:R-HSA-9018678	reactome	Biosynthesis of specialized proresolving mediators (SPMs)	2	5	8	13	24	
reactome:R-HSA-9018681	reactome	Biosynthesis of protectins	2	5	8	13	24	
reactome:R-HSA-9024909	reactome	BDNF activates NTRK2 (TRKB) signaling	8	16	31	58	109	
reactome:R-HSA-9025094	reactome	Biosynthesis of DPAn-3 SPMs	2	5	8	13	24	
reactome:R-HSA-9026286	reactome	Biosynthesis of DPAn-3-derived protectins and resolvins	2	5	8	13	24	
reactome:R-HSA-9026290	reactome	Biosynthesis of DPAn-3-derived maresins	2	5	8	13	24	
reactome:R-HSA-9027277	reactome	Erythropoietin activates Phospholipase C gamma (PLCG)	9	20	38	75	149	
reactome:R-HSA-9031525	reactome	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake	1	1	3	5	7	
reactome:R-HSA-9031628	reactome	NGF-stimulated transcription	8	16	31	58	109	
reactome:R-HSA-9033241	reactome	Peroxisomal protein import	10	24	47	93	186	
reactome:R-HSA-9033658	reactome	Blood group systems biosynthesis	2	4	6	10	15	
reactome:R-HSA-9035034	reactome	RHOF GTPase cycle	9	19	35	69	136	
reactome:R-HSA-912446	reactome	Meiotic recombination	9	19	37	74	145	
reactome:R-HSA-912694	reactome	Regulation of IFNA/IFNB signaling	2	4	7	11	17	
reactome:R-HSA-916853	reactome	Degradation of GABA	6	12	21	37	70	
reactome:R-HSA-936964	reactome	Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	3	7	13	20	37	
reactome:R-HSA-9603798	reactome	Class I peroxisomal membrane protein import	10	24	47	93	186	
reactome:R-HSA-9604323	reactome	Negative regulation of NOTCH4 signaling	8	16	31	58	108	
reactome:R-HSA-9605310	reactome	Defective Base Excision Repair Associated with MUTYH	10	22	42	85	165	
reactome:R-HSA-9613354	reactome	Lipophagy	1	1	1	2	3	
reactome:R-HSA-9613829	reactome	Chaperone Mediated Autophagy	10	24	47	94	188	
reactome:R-HSA-9615017	reactome	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	6	12	22	39	75	
reactome:R-HSA-9616222	reactome	Transcriptional regulation of granulopoiesis	10	25	50	100	199	
reactome:R-HSA-9623433	reactome	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	1	1	3	5	7	
reactome:R-HSA-9629232	reactome	Defective Base Excision Repair Associated with NEIL3	4	8	14	23	46	
reactome:R-HSA-9629569	reactome	Protein hydroxylation	6	12	22	39	76	
reactome:R-HSA-9630222	reactome	Defective NTHL1 substrate binding	4	8	14	23	46	
reactome:R-HSA-9632700	reactome	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	8	16	31	59	110	
reactome:R-HSA-9636003	reactome	NEIL3-mediated resolution of ICLs	9	19	37	74	145	
reactome:R-HSA-9636383	reactome	Prevention of phagosomal-lysosomal fusion	2	4	6	10	16	
reactome:R-HSA-9636667	reactome	Manipulation of host energy metabolism	2	4	6	10	16	
reactome:R-HSA-9638482	reactome	Metal ion assimilation from the host	5	10	17	30	58	
reactome:R-HSA-9640463	reactome	Wax biosynthesis	1	1	1	1	2	
reactome:R-HSA-9646399	reactome	Aggrephagy	10	24	47	94	188	
reactome:R-HSA-9648025	reactome	EML4 and NUDC in mitotic spindle formation	7	15	27	49	94	
reactome:R-HSA-9648895	reactome	Response of EIF2AK1 (HRI) to heme deficiency	5	10	18	32	61	
reactome:R-HSA-9652169	reactome	Signaling by MAP2K mutants	10	23	44	88	173	
reactome:R-HSA-9659379	reactome	Sensory processing of sound	8	17	32	61	116	
reactome:R-HSA-9663199	reactome	Defective DNA double strand break response due to BRCA1 loss of function	4	8	14	23	46	
reactome:R-HSA-9664323	reactome	FCGR3A-mediated IL10 synthesis	3	7	13	20	38	
reactome:R-HSA-9664424	reactome	Cell recruitment (pro-inflammatory response)	3	7	13	20	38	
reactome:R-HSA-9664565	reactome	Signaling by ERBB2 KD Mutants	8	16	31	60	114	
reactome:R-HSA-9664873	reactome	Pexophagy	10	24	47	94	188	
reactome:R-HSA-9665233	reactome	Resistance of ERBB2 KD mutants to trastuzumab	8	16	31	60	114	
reactome:R-HSA-9669934	reactome	Sunitinib-resistant KIT mutants	8	16	31	60	113	
reactome:R-HSA-9670095	reactome	Inhibition of DNA recombination at telomere	9	21	41	84	163	
reactome:R-HSA-9672387	reactome	Defective F8 accelerates dissociation of the A2 domain	4	9	16	27	54	
reactome:R-HSA-9672395	reactome	Defective F8 binding to the cell membrane	4	9	16	27	54	
reactome:R-HSA-9673218	reactome	Defective F9 secretion	4	9	16	27	54	
reactome:R-HSA-9673766	reactome	Signaling by cytosolic PDGFRA and PDGFRB fusion proteins	10	23	44	88	173	
reactome:R-HSA-9673768	reactome	Signaling by membrane-tethered fusions of PDGFRA or PDGFRB	10	23	44	88	173	
reactome:R-HSA-9674401	reactome	Sunitinib-resistant PDGFR mutants	8	16	31	60	113	
reactome:R-HSA-9679191	reactome	Potential therapeutics for SARS	2	4	7	12	19	
reactome:R-HSA-9679509	reactome	Virion Assembly and Release	2	4	7	12	21	
reactome:R-HSA-9683683	reactome	Maturation of protein E	2	4	7	12	21	
reactome:R-HSA-9694493	reactome	Maturation of protein E	2	4	7	12	21	
reactome:R-HSA-9694516	reactome	SARS-CoV-2 Infection	2	4	7	12	19	
reactome:R-HSA-9696273	reactome	RND1 GTPase cycle	9	19	35	69	136	
reactome:R-HSA-9700649	reactome	Drug resistance of ALK mutants	8	16	31	60	113	
reactome:R-HSA-9702518	reactome	STAT5 activation downstream of FLT3 ITD mutants	3	7	13	20	42	
reactome:R-HSA-9702569	reactome	KW2449-resistant FLT3 mutants	8	16	31	60	113	
reactome:R-HSA-9702590	reactome	gilteritinib-resistant FLT3 mutants	8	16	31	60	113	
reactome:R-HSA-9702624	reactome	sorafenib-resistant FLT3 mutants	8	16	31	60	113	
reactome:R-HSA-9702632	reactome	sunitinib-resistant FLT3 mutants	8	16	31	60	113	
reactome:R-HSA-9704331	reactome	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	4	8	14	23	46	
reactome:R-HSA-9706019	reactome	RHOBTB3 ATPase cycle	9	19	35	69	136	
reactome:R-HSA-9706574	reactome	RHOBTB GTPase Cycle	9	19	35	69	136	
reactome:R-HSA-9709570	reactome	Impaired BRCA2 binding to RAD51	4	8	14	23	46	
reactome:R-HSA-9709957	reactome	Sensory Perception	1	3	5	9	14	
reactome:R-HSA-9711097	reactome	Cellular response to starvation	9	19	35	67	132	
reactome:R-HSA-9711123	reactome	Cellular response to chemical stress	5	10	18	32	61	
reactome:R-HSA-9717189	reactome	Sensory perception of taste	1	3	5	9	14	
reactome:R-HSA-9727281	reactome	Translation of Accessory Proteins	9	19	36	72	142	
reactome:R-HSA-9729555	reactome	Sensory perception of sour taste	1	3	5	9	14	
reactome:R-HSA-9730414	reactome	MITF-M-regulated melanocyte development	10	22	42	85	166	
reactome:R-HSA-9733458	reactome	Induction of Cell-Cell Fusion	7	15	27	49	93	
reactome:R-HSA-9734195	reactome	Defective APRT disrupts adenine salvage	4	8	14	23	47	
reactome:R-HSA-9735804	reactome	Diseases of nucleotide metabolism	9	19	35	71	139	
reactome:R-HSA-9748784	reactome	Drug ADME	10	23	43	86	168	
reactome:R-HSA-9755088	reactome	Ribavirin ADME	2	4	7	12	20	
reactome:R-HSA-975576	reactome	N-glycan antennae elongation in the medial/trans-Golgi	9	20	38	76	151	
reactome:R-HSA-9758919	reactome	Epithelial-Mesenchymal Transition (EMT) during gastrulation	7	15	30	57	107	
reactome:R-HSA-9758941	reactome	Gastrulation	7	15	30	57	107	
reactome:R-HSA-9759476	reactome	Regulation of Homotypic Cell-Cell Adhesion	3	6	10	15	27	
reactome:R-HSA-9762293	reactome	Regulation of CDH11 gene transcription	10	23	44	87	170	
reactome:R-HSA-9764260	reactome	Regulation of Expression and Function of Type II Classical Cadherins	8	18	33	63	122	
reactome:R-HSA-9764265	reactome	Regulation of CDH1 Expression and Function	7	15	28	54	102	
reactome:R-HSA-9764562	reactome	Regulation of CDH1 mRNA translation by microRNAs	7	15	28	54	102	
reactome:R-HSA-9766229	reactome	Degradation of CDH1	7	15	28	54	102	
reactome:R-HSA-9768759	reactome	Regulation of NPAS4 gene expression	8	18	33	63	122	
reactome:R-HSA-9769726	reactome	Defects of Coagulation cascade	4	9	16	27	54	
reactome:R-HSA-9769735	reactome	Initiation of coagulation cascade	3	6	11	17	31	
reactome:R-HSA-9769743	reactome	Amplification and propagation of coagulation cascade	3	6	11	17	31	
reactome:R-HSA-977347	reactome	Serine metabolism	1	1	3	5	8	
reactome:R-HSA-977606	reactome	Regulation of Complement cascade	3	7	12	19	36	
reactome:R-HSA-9793528	reactome	Ciprofloxacin ADME	10	23	43	86	168	
reactome:R-HSA-9796292	reactome	Formation of axial mesoderm	7	15	30	57	107	
reactome:R-HSA-9820962	reactome	Assembly and release of respiratory syncytial virus (RSV) virions	2	4	7	12	22	
reactome:R-HSA-9820965	reactome	Respiratory syncytial virus (RSV) genome replication, transcription and translation	2	4	7	12	22	
reactome:R-HSA-9824272	reactome	Somitogenesis	7	15	30	57	107	
reactome:R-HSA-9825895	reactome	Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence	10	22	42	85	166	
reactome:R-HSA-9831926	reactome	Nephron development	7	15	26	48	92	
reactome:R-HSA-9832991	reactome	Formation of the posterior neural plate	8	17	32	61	117	
reactome:R-HSA-9839373	reactome	Signaling by TGFBR3	10	23	44	87	169	
reactome:R-HSA-9839394	reactome	TGFBR3 expression	10	23	44	87	169	
reactome:R-HSA-9842663	reactome	Signaling by LTK	3	7	13	20	41	
reactome:R-HSA-9843745	reactome	Adipogenesis	1	1	1	3	4	
reactome:R-HSA-9845619	reactome	Enhanced cleavage of VWF variant by ADAMTS13	4	9	16	27	54	
reactome:R-HSA-9854909	reactome	Regulation of MITF-M dependent genes involved in invasion	10	22	42	85	166	
reactome:R-HSA-9855142	reactome	Cellular responses to mechanical stimuli	1	3	5	8	13	
reactome:R-HSA-9855719	reactome	Regulation of FXIIa and plasma kallikrein activity	4	9	16	27	54	
reactome:R-HSA-9856872	reactome	Malate-aspartate shuttle	6	12	22	42	80	
reactome:R-HSA-9857492	reactome	Protein lipoylation	1	1	1	1	2	
reactome:R-HSA-9860276	reactome	SLC15A4:TASL-dependent IRF5 activation	3	7	13	20	37	
reactome:R-HSA-9860931	reactome	Response of endothelial cells to shear stress	3	6	11	16	29	
reactome:R-HSA-9865113	reactome	Loss-of-function mutations in DBT cause MSUD2	4	8	14	24	51	
reactome:R-HSA-9865114	reactome	Maple Syrup Urine Disease	4	8	14	24	51	
reactome:R-HSA-9907570	reactome	Loss-of-function mutations in DLD cause MSUD3/DLDD	4	8	14	24	51	
reactome:R-HSA-9907900	reactome	Proteasome assembly	10	23	44	88	172	
reactome:R-HSA-9909396	reactome	Circadian clock	8	18	34	65	126	
reactome:R-HSA-9909438	reactome	3-Methylcrotonyl-CoA carboxylase deficiency	4	8	14	24	48	
reactome:R-HSA-9918443	reactome	Defective visual phototransduction due to OPN1SW loss of function	4	8	14	23	45	
reactome:R-HSA-9918449	reactome	Defective visual phototransduction due to STRA6 loss of function	4	8	14	23	45	
reactome:R-HSA-9918481	reactome	Dengue Virus-Host Interactions	2	4	7	11	18	
reactome:R-HSA-9929491	reactome	SPOP-mediated proteasomal degradation of PD-L1(CD274)	10	23	44	88	172	
reactome:R-HSA-9931295	reactome	PD-L1(CD274) glycosylation and translocation to plasma membrane	10	23	44	88	172	
reactome:R-HSA-9931509	reactome	Expression of BMAL (ARNTL), CLOCK, and NPAS2	8	18	34	65	126	
reactome:R-HSA-9931529	reactome	Phosphorylation and nuclear translocation of BMAL1 (ARNTL) and CLOCK	8	18	34	65	126	
reactome:R-HSA-9931929	reactome	Defective GALM causes GALAC4	4	8	14	24	50	
reactome:R-HSA-9937850	reactome	NuRD complex assembly	9	21	41	84	164	
reactome:R-HSA-9938027	reactome	Affinity selection of immunoglobulins	3	7	13	22	44	
reactome:R-HSA-9944997	reactome	Loss of Function of KMT2D in MLL4 Complex Formation in Kabuki Syndrome	4	8	14	24	48	
reactome:R-HSA-9953078	reactome	MPS II - Hunter syndrome (CS/DS degradation)	7	14	25	45	87	
reactome:R-HSA-9953080	reactome	MPS VII - Sly syndrome (CS/DS degradation)	7	14	25	45	87	
reactome:R-HSA-9956514	reactome	ARG1 variants cause hyperargininemia	4	8	14	23	47	
reactome:R-HSA-9958517	reactome	SLC-mediated bile acid transport	4	9	15	25	52	
reactome:R-HSA-9975924	reactome	Assembly of the 9+2 motile cilia	7	15	28	50	97	
