key	source	name	k10	k25	k50	k100	k200	provenance
reactome:R-HSA-5696398	reactome	Nucleotide Excision Repair	6	16	33	69	141	
reactome:R-HSA-5696400	reactome	Dual Incision in GG-NER	4	6	9	15	31	
reactome:R-HSA-597592	reactome	Post-translational protein modification	6	16	33	69	142	
reactome:R-HSA-629597	reactome	Highly calcium permeable nicotinic acetylcholine receptors	6	15	27	44	88	
reactome:R-HSA-6783589	reactome	Interleukin-6 family signaling	6	10	15	24	48	
reactome:R-HSA-6787639	reactome	GDP-fucose biosynthesis	2	2	3	3	4	
reactome:R-HSA-6790901	reactome	rRNA modification in the nucleus and cytosol	6	16	33	69	142	
reactome:R-HSA-6798695	reactome	Neutrophil degranulation	6	10	15	24	44	
reactome:R-HSA-6803157	reactome	Antimicrobial peptides	6	10	15	24	44	
reactome:R-HSA-6804114	reactome	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	6	16	33	59	124	
reactome:R-HSA-6804757	reactome	Regulation of TP53 Degradation	6	16	33	59	124	
reactome:R-HSA-6804758	reactome	Regulation of TP53 Activity through Acetylation	6	16	33	59	124	
reactome:R-HSA-6804760	reactome	Regulation of TP53 Activity through Methylation	6	16	33	59	124	
reactome:R-HSA-6805567	reactome	Keratinization	6	14	23	38	74	
reactome:R-HSA-6807004	reactome	Negative regulation of MET activity	6	16	35	76	162	
reactome:R-HSA-6807062	reactome	Zymostenol biosynthesis via lathosterol (Kandutsch-Russell pathway)	2	4	7	11	25	
reactome:R-HSA-6809371	reactome	Formation of the cornified envelope	6	14	23	38	74	
reactome:R-HSA-6811434	reactome	COPI-dependent Golgi-to-ER retrograde traffic	6	16	31	52	106	
reactome:R-HSA-68616	reactome	Assembly of the ORC complex at the origin of replication	6	16	33	69	140	
reactome:R-HSA-68689	reactome	CDC6 association with the ORC:origin complex	6	16	33	69	140	
reactome:R-HSA-68867	reactome	Assembly of the pre-replicative complex	6	16	33	69	140	
reactome:R-HSA-68952	reactome	DNA replication initiation	6	16	33	69	140	
reactome:R-HSA-69166	reactome	Removal of the Flap Intermediate	4	6	9	16	32	
reactome:R-HSA-69190	reactome	DNA strand elongation	6	16	33	69	140	
reactome:R-HSA-69236	reactome	G1 Phase	6	16	33	61	126	
reactome:R-HSA-69239	reactome	Synthesis of DNA	6	16	33	69	140	
reactome:R-HSA-69278	reactome	Cell Cycle, Mitotic	6	16	33	61	126	
reactome:R-HSA-69306	reactome	DNA Replication	6	16	33	69	140	
reactome:R-HSA-69601	reactome	Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A	6	16	33	56	116	
reactome:R-HSA-70171	reactome	Glycolysis	6	16	35	74	152	
reactome:R-HSA-70221	reactome	Glycogen breakdown (glycogenolysis)	6	16	35	74	152	
reactome:R-HSA-70635	reactome	Urea cycle	6	16	35	74	153	
reactome:R-HSA-72187	reactome	mRNA 3'-end processing	6	16	33	69	142	
reactome:R-HSA-72306	reactome	tRNA processing	6	16	33	69	142	
reactome:R-HSA-72312	reactome	rRNA processing	6	16	33	69	142	
reactome:R-HSA-72695	reactome	Formation of the ternary complex, and subsequently, the 43S complex	6	16	33	69	142	
reactome:R-HSA-72706	reactome	GTP hydrolysis and joining of the 60S ribosomal subunit	6	16	33	69	142	
reactome:R-HSA-72766	reactome	Translation	6	16	33	69	142	
reactome:R-HSA-73884	reactome	Base Excision Repair	6	16	33	69	141	
reactome:R-HSA-73886	reactome	Chromosome Maintenance	6	16	33	61	126	
reactome:R-HSA-73894	reactome	DNA Repair	6	16	33	69	141	
reactome:R-HSA-73928	reactome	Depyrimidination	6	16	35	74	155	
reactome:R-HSA-73929	reactome	Base-Excision Repair, AP Site Formation	6	16	33	69	141	
reactome:R-HSA-73980	reactome	RNA Polymerase III Transcription Termination	6	16	33	68	139	
reactome:R-HSA-74182	reactome	Ketone body metabolism	6	16	35	74	152	
reactome:R-HSA-74713	reactome	IRS activation	6	16	33	64	133	
reactome:R-HSA-74749	reactome	Signal attenuation	6	15	26	43	83	
reactome:R-HSA-749476	reactome	RNA Polymerase III Abortive And Retractive Initiation	6	16	33	69	142	
reactome:R-HSA-75064	reactome	mRNA Editing: A to I Conversion	6	16	33	69	142	
reactome:R-HSA-75158	reactome	TRAIL  signaling	6	16	33	56	115	
reactome:R-HSA-75893	reactome	TNF signaling	6	10	15	24	48	
reactome:R-HSA-75944	reactome	Transcription from mitochondrial promoters	6	16	35	76	161	
reactome:R-HSA-75953	reactome	RNA Polymerase II Transcription Initiation	6	16	33	69	142	
reactome:R-HSA-77111	reactome	Synthesis of Ketone Bodies	6	16	35	74	152	
reactome:R-HSA-77588	reactome	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	6	16	33	63	131	
reactome:R-HSA-880009	reactome	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	6	16	35	74	152	
reactome:R-HSA-8849932	reactome	Synaptic adhesion-like molecules	6	17	40	85	180	
reactome:R-HSA-8852276	reactome	The role of GTSE1 in G2/M progression after G2 checkpoint	6	16	33	61	126	
reactome:R-HSA-8852405	reactome	Signaling by MST1	6	10	15	24	48	
reactome:R-HSA-8854691	reactome	Interleukin-20 family signaling	6	10	15	24	48	
reactome:R-HSA-8856828	reactome	Clathrin-mediated endocytosis	6	16	31	50	99	
reactome:R-HSA-8866427	reactome	VLDLR internalisation and degradation	2	4	7	10	20	
reactome:R-HSA-8866904	reactome	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	6	13	22	36	66	
reactome:R-HSA-8868766	reactome	rRNA processing in the mitochondrion	6	16	35	76	161	
reactome:R-HSA-8873719	reactome	RAB geranylgeranylation	6	16	33	69	143	
reactome:R-HSA-8875656	reactome	MET receptor recycling	6	16	35	76	162	
reactome:R-HSA-8876384	reactome	Listeria monocytogenes entry into host cells	6	10	14	22	41	
reactome:R-HSA-8876493	reactome	InlA-mediated entry of Listeria monocytogenes into host cells	6	10	14	22	41	
reactome:R-HSA-8876725	reactome	Protein methylation	6	16	35	76	162	
reactome:R-HSA-8877627	reactome	Vitamin E transport	2	4	6	9	18	
reactome:R-HSA-8932505	reactome	DAG1 core M3 glycosylations	2	2	3	3	4	
reactome:R-HSA-8935690	reactome	Digestion	2	4	6	9	17	
reactome:R-HSA-8935964	reactome	RUNX1 regulates expression of components of tight junctions	6	17	40	84	174	
reactome:R-HSA-8939246	reactome	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	6	16	33	59	121	
reactome:R-HSA-8939902	reactome	Regulation of RUNX2 expression and activity	6	16	33	59	121	
reactome:R-HSA-8941333	reactome	RUNX2 regulates genes involved in differentiation of myeloid cells	6	16	33	59	121	
reactome:R-HSA-8941413	reactome	Events associated with phagocytolytic activity of PMN cells	6	10	15	24	44	
reactome:R-HSA-8941858	reactome	Regulation of RUNX3 expression and activity	6	16	33	59	121	
reactome:R-HSA-8948216	reactome	Collagen chain trimerization	8	23	48	98	198	
reactome:R-HSA-8948747	reactome	Regulation of PTEN localization	6	16	33	69	144	
reactome:R-HSA-8949613	reactome	Cristae formation	6	16	35	76	161	
reactome:R-HSA-8951664	reactome	Neddylation	6	16	33	69	144	
reactome:R-HSA-8952158	reactome	RUNX3 regulates BCL2L11 (BIM) transcription	6	16	33	59	121	
reactome:R-HSA-8956319	reactome	Nucleotide catabolism	6	16	35	74	155	
reactome:R-HSA-8956321	reactome	Nucleotide salvage	6	16	35	74	155	
reactome:R-HSA-8957322	reactome	Metabolism of steroids	2	4	7	10	19	
reactome:R-HSA-8963676	reactome	Intestinal absorption	2	4	6	9	17	
reactome:R-HSA-8963678	reactome	Intestinal lipid absorption	2	4	6	9	17	
reactome:R-HSA-8963888	reactome	Chylomicron assembly	2	4	7	10	20	
reactome:R-HSA-8963889	reactome	Assembly of active LPL and LIPC lipase complexes	2	4	7	10	20	
reactome:R-HSA-8963899	reactome	Plasma lipoprotein remodeling	2	4	7	10	20	
reactome:R-HSA-8963901	reactome	Chylomicron remodeling	2	4	7	10	20	
reactome:R-HSA-8964315	reactome	G beta:gamma signalling through BTK	6	16	32	55	114	
reactome:R-HSA-8964540	reactome	Alanine metabolism	6	16	35	74	150	
reactome:R-HSA-8978868	reactome	Fatty acid metabolism	2	4	7	11	26	
reactome:R-HSA-8980692	reactome	RHOA GTPase cycle	6	16	33	69	143	
reactome:R-HSA-8981373	reactome	Intestinal hexose absorption	2	4	6	9	17	
reactome:R-HSA-9008059	reactome	Interleukin-37 signaling	6	10	15	24	48	
reactome:R-HSA-9012999	reactome	RHO GTPase cycle	6	16	33	69	143	
reactome:R-HSA-9013148	reactome	CDC42 GTPase cycle	6	16	33	69	143	
reactome:R-HSA-9013420	reactome	RHOU GTPase cycle	6	16	33	69	143	
reactome:R-HSA-9013425	reactome	RHOT1 GTPase cycle	6	16	33	69	143	
reactome:R-HSA-9013973	reactome	TICAM1-dependent activation of IRF3/IRF7	6	10	15	24	48	
reactome:R-HSA-9014843	reactome	Interleukin-33 signaling	6	10	15	24	48	
reactome:R-HSA-9017802	reactome	Noncanonical activation of NOTCH3	6	16	33	57	117	
reactome:R-HSA-9018519	reactome	Estrogen-dependent gene expression	6	12	21	34	62	
reactome:R-HSA-9018678	reactome	Biosynthesis of specialized proresolving mediators (SPMs)	2	4	7	11	21	
reactome:R-HSA-9018681	reactome	Biosynthesis of protectins	2	4	7	11	21	
reactome:R-HSA-9024909	reactome	BDNF activates NTRK2 (TRKB) signaling	6	16	33	59	119	
reactome:R-HSA-9025094	reactome	Biosynthesis of DPAn-3 SPMs	2	4	7	11	21	
reactome:R-HSA-9026286	reactome	Biosynthesis of DPAn-3-derived protectins and resolvins	2	4	7	11	21	
reactome:R-HSA-9026290	reactome	Biosynthesis of DPAn-3-derived maresins	2	4	7	11	21	
reactome:R-HSA-9027277	reactome	Erythropoietin activates Phospholipase C gamma (PLCG)	6	16	32	55	112	
reactome:R-HSA-9031525	reactome	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake	2	4	7	10	19	
reactome:R-HSA-9031628	reactome	NGF-stimulated transcription	6	16	33	59	119	
reactome:R-HSA-9033241	reactome	Peroxisomal protein import	6	16	31	51	102	
reactome:R-HSA-9033658	reactome	Blood group systems biosynthesis	6	10	15	25	51	
reactome:R-HSA-9035034	reactome	RHOF GTPase cycle	6	16	33	69	143	
reactome:R-HSA-912446	reactome	Meiotic recombination	6	16	33	61	126	
reactome:R-HSA-912694	reactome	Regulation of IFNA/IFNB signaling	6	10	15	24	48	
reactome:R-HSA-916853	reactome	Degradation of GABA	6	17	40	85	178	
reactome:R-HSA-936964	reactome	Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	6	10	15	24	48	
reactome:R-HSA-9603798	reactome	Class I peroxisomal membrane protein import	6	16	31	51	102	
reactome:R-HSA-9604323	reactome	Negative regulation of NOTCH4 signaling	6	16	33	57	117	
reactome:R-HSA-9605310	reactome	Defective Base Excision Repair Associated with MUTYH	2	2	4	5	9	
reactome:R-HSA-9613354	reactome	Lipophagy	2	4	7	10	20	
reactome:R-HSA-9613829	reactome	Chaperone Mediated Autophagy	6	16	31	52	109	
reactome:R-HSA-9615017	reactome	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	6	16	35	74	152	
reactome:R-HSA-9616222	reactome	Transcriptional regulation of granulopoiesis	6	16	33	59	121	
reactome:R-HSA-9623433	reactome	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	2	4	7	10	19	
reactome:R-HSA-9629232	reactome	Defective Base Excision Repair Associated with NEIL3	2	2	4	5	7	
reactome:R-HSA-9629569	reactome	Protein hydroxylation	6	16	35	74	153	
reactome:R-HSA-9630222	reactome	Defective NTHL1 substrate binding	2	2	4	5	7	
reactome:R-HSA-9632700	reactome	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	6	16	33	61	127	
reactome:R-HSA-9636003	reactome	NEIL3-mediated resolution of ICLs	6	16	33	69	141	
reactome:R-HSA-9636383	reactome	Prevention of phagosomal-lysosomal fusion	6	10	16	26	52	
reactome:R-HSA-9636667	reactome	Manipulation of host energy metabolism	6	10	16	26	52	
reactome:R-HSA-9638482	reactome	Metal ion assimilation from the host	6	19	42	87	183	
reactome:R-HSA-9640463	reactome	Wax biosynthesis	2	4	7	11	25	
reactome:R-HSA-9646399	reactome	Aggrephagy	6	16	31	52	109	
reactome:R-HSA-9648025	reactome	EML4 and NUDC in mitotic spindle formation	6	16	33	61	126	
reactome:R-HSA-9648895	reactome	Response of EIF2AK1 (HRI) to heme deficiency	6	16	33	64	132	
reactome:R-HSA-9652169	reactome	Signaling by MAP2K mutants	6	16	33	59	124	
reactome:R-HSA-9659379	reactome	Sensory processing of sound	6	17	36	78	165	
reactome:R-HSA-9663199	reactome	Defective DNA double strand break response due to BRCA1 loss of function	2	2	4	5	7	
reactome:R-HSA-9664323	reactome	FCGR3A-mediated IL10 synthesis	6	10	15	24	48	
reactome:R-HSA-9664424	reactome	Cell recruitment (pro-inflammatory response)	6	10	15	24	44	
reactome:R-HSA-9664565	reactome	Signaling by ERBB2 KD Mutants	6	16	33	59	122	
reactome:R-HSA-9664873	reactome	Pexophagy	6	16	31	52	109	
reactome:R-HSA-9665233	reactome	Resistance of ERBB2 KD mutants to trastuzumab	6	16	33	59	122	
reactome:R-HSA-9669934	reactome	Sunitinib-resistant KIT mutants	6	16	33	58	118	
reactome:R-HSA-9670095	reactome	Inhibition of DNA recombination at telomere	6	16	33	61	127	
reactome:R-HSA-9672387	reactome	Defective F8 accelerates dissociation of the A2 domain	8	22	46	95	194	
reactome:R-HSA-9672395	reactome	Defective F8 binding to the cell membrane	8	22	46	95	194	
reactome:R-HSA-9673218	reactome	Defective F9 secretion	8	22	46	95	194	
reactome:R-HSA-9673766	reactome	Signaling by cytosolic PDGFRA and PDGFRB fusion proteins	6	16	33	59	122	
reactome:R-HSA-9673768	reactome	Signaling by membrane-tethered fusions of PDGFRA or PDGFRB	6	16	33	59	122	
reactome:R-HSA-9674401	reactome	Sunitinib-resistant PDGFR mutants	6	16	33	58	118	
reactome:R-HSA-9679191	reactome	Potential therapeutics for SARS	6	9	12	19	36	
reactome:R-HSA-9679509	reactome	Virion Assembly and Release	6	9	13	20	38	
reactome:R-HSA-9683683	reactome	Maturation of protein E	6	9	13	20	39	
reactome:R-HSA-9694493	reactome	Maturation of protein E	6	9	13	20	39	
reactome:R-HSA-9694516	reactome	SARS-CoV-2 Infection	6	9	12	19	36	
reactome:R-HSA-9696273	reactome	RND1 GTPase cycle	6	16	33	69	143	
reactome:R-HSA-9700649	reactome	Drug resistance of ALK mutants	6	16	33	58	118	
reactome:R-HSA-9702518	reactome	STAT5 activation downstream of FLT3 ITD mutants	6	10	15	24	48	
reactome:R-HSA-9702569	reactome	KW2449-resistant FLT3 mutants	6	16	33	58	118	
reactome:R-HSA-9702590	reactome	gilteritinib-resistant FLT3 mutants	6	16	33	58	118	
reactome:R-HSA-9702624	reactome	sorafenib-resistant FLT3 mutants	6	16	33	58	118	
reactome:R-HSA-9702632	reactome	sunitinib-resistant FLT3 mutants	6	16	33	58	118	
reactome:R-HSA-9704331	reactome	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	2	2	4	5	7	
reactome:R-HSA-9706019	reactome	RHOBTB3 ATPase cycle	6	16	33	69	143	
reactome:R-HSA-9706574	reactome	RHOBTB GTPase Cycle	6	16	33	69	143	
reactome:R-HSA-9709570	reactome	Impaired BRCA2 binding to RAD51	2	2	4	5	7	
reactome:R-HSA-9709957	reactome	Sensory Perception	5	7	10	17	33	
reactome:R-HSA-9711097	reactome	Cellular response to starvation	6	16	34	72	148	
reactome:R-HSA-9711123	reactome	Cellular response to chemical stress	6	16	34	73	149	
reactome:R-HSA-9717189	reactome	Sensory perception of taste	5	7	10	17	33	
reactome:R-HSA-9727281	reactome	Translation of Accessory Proteins	6	16	33	69	142	
reactome:R-HSA-9729555	reactome	Sensory perception of sour taste	5	7	10	17	33	
reactome:R-HSA-9730414	reactome	MITF-M-regulated melanocyte development	6	16	35	76	162	
reactome:R-HSA-9733458	reactome	Induction of Cell-Cell Fusion	6	14	23	37	70	
reactome:R-HSA-9734195	reactome	Defective APRT disrupts adenine salvage	2	2	4	5	8	
reactome:R-HSA-9735804	reactome	Diseases of nucleotide metabolism	2	2	4	5	8	
reactome:R-HSA-9748784	reactome	Drug ADME	6	16	35	75	160	
reactome:R-HSA-9755088	reactome	Ribavirin ADME	6	9	13	21	40	
reactome:R-HSA-975576	reactome	N-glycan antennae elongation in the medial/trans-Golgi	6	16	33	59	124	
reactome:R-HSA-9758919	reactome	Epithelial-Mesenchymal Transition (EMT) during gastrulation	6	14	24	39	78	
reactome:R-HSA-9758941	reactome	Gastrulation	6	14	24	39	78	
reactome:R-HSA-9759476	reactome	Regulation of Homotypic Cell-Cell Adhesion	6	14	23	37	69	
reactome:R-HSA-9762293	reactome	Regulation of CDH11 gene transcription	6	16	33	59	122	
reactome:R-HSA-9764260	reactome	Regulation of Expression and Function of Type II Classical Cadherins	6	17	40	84	174	
reactome:R-HSA-9764265	reactome	Regulation of CDH1 Expression and Function	6	14	23	37	68	
reactome:R-HSA-9764562	reactome	Regulation of CDH1 mRNA translation by microRNAs	6	14	23	37	68	
reactome:R-HSA-9766229	reactome	Degradation of CDH1	6	14	23	37	68	
reactome:R-HSA-9768759	reactome	Regulation of NPAS4 gene expression	6	17	40	85	178	
reactome:R-HSA-9769726	reactome	Defects of Coagulation cascade	8	22	46	95	194	
reactome:R-HSA-9769735	reactome	Initiation of coagulation cascade	8	23	47	96	196	
reactome:R-HSA-9769743	reactome	Amplification and propagation of coagulation cascade	8	23	47	96	196	
reactome:R-HSA-977347	reactome	Serine metabolism	6	16	35	74	150	
reactome:R-HSA-977606	reactome	Regulation of Complement cascade	6	10	15	24	45	
reactome:R-HSA-9793528	reactome	Ciprofloxacin ADME	10	25	50	100	200	
reactome:R-HSA-9796292	reactome	Formation of axial mesoderm	6	14	24	39	78	
reactome:R-HSA-9820962	reactome	Assembly and release of respiratory syncytial virus (RSV) virions	6	9	13	20	39	
reactome:R-HSA-9820965	reactome	Respiratory syncytial virus (RSV) genome replication, transcription and translation	6	9	13	20	39	
reactome:R-HSA-9824272	reactome	Somitogenesis	6	14	24	39	78	
reactome:R-HSA-9825895	reactome	Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence	6	16	35	76	162	
reactome:R-HSA-9831926	reactome	Nephron development	6	20	43	89	185	
reactome:R-HSA-9832991	reactome	Formation of the posterior neural plate	6	17	40	84	176	
reactome:R-HSA-9839373	reactome	Signaling by TGFBR3	6	16	33	59	122	
reactome:R-HSA-9839394	reactome	TGFBR3 expression	6	16	33	59	122	
reactome:R-HSA-9842663	reactome	Signaling by LTK	6	16	33	59	124	
reactome:R-HSA-9843745	reactome	Adipogenesis	2	4	7	10	20	
reactome:R-HSA-9845619	reactome	Enhanced cleavage of VWF variant by ADAMTS13	8	22	46	95	194	
reactome:R-HSA-9854909	reactome	Regulation of MITF-M dependent genes involved in invasion	6	16	35	76	162	
reactome:R-HSA-9855142	reactome	Cellular responses to mechanical stimuli	7	21	45	93	192	
reactome:R-HSA-9855719	reactome	Regulation of FXIIa and plasma kallikrein activity	8	22	46	95	194	
reactome:R-HSA-9856872	reactome	Malate-aspartate shuttle	6	16	35	76	161	
reactome:R-HSA-9857492	reactome	Protein lipoylation	2	4	7	11	26	
reactome:R-HSA-9860276	reactome	SLC15A4:TASL-dependent IRF5 activation	6	10	15	24	48	
reactome:R-HSA-9860931	reactome	Response of endothelial cells to shear stress	7	21	45	93	192	
reactome:R-HSA-9865113	reactome	Loss-of-function mutations in DBT cause MSUD2	2	2	4	7	12	
reactome:R-HSA-9865114	reactome	Maple Syrup Urine Disease	2	2	4	7	12	
reactome:R-HSA-9907570	reactome	Loss-of-function mutations in DLD cause MSUD3/DLDD	2	2	4	7	12	
reactome:R-HSA-9907900	reactome	Proteasome assembly	6	16	31	52	108	
reactome:R-HSA-9909396	reactome	Circadian clock	6	17	38	80	168	
reactome:R-HSA-9909438	reactome	3-Methylcrotonyl-CoA carboxylase deficiency	2	2	4	7	12	
reactome:R-HSA-9918443	reactome	Defective visual phototransduction due to OPN1SW loss of function	5	8	11	18	34	
reactome:R-HSA-9918449	reactome	Defective visual phototransduction due to STRA6 loss of function	5	8	11	18	34	
reactome:R-HSA-9918481	reactome	Dengue Virus-Host Interactions	6	9	13	20	37	
reactome:R-HSA-9929491	reactome	SPOP-mediated proteasomal degradation of PD-L1(CD274)	6	16	33	59	123	
reactome:R-HSA-9931295	reactome	PD-L1(CD274) glycosylation and translocation to plasma membrane	6	16	33	59	123	
reactome:R-HSA-9931509	reactome	Expression of BMAL (ARNTL), CLOCK, and NPAS2	6	17	38	80	168	
reactome:R-HSA-9931529	reactome	Phosphorylation and nuclear translocation of BMAL1 (ARNTL) and CLOCK	6	17	38	80	168	
reactome:R-HSA-9931929	reactome	Defective GALM causes GALAC4	2	2	4	7	14	
reactome:R-HSA-9937850	reactome	NuRD complex assembly	6	16	33	69	144	
reactome:R-HSA-9938027	reactome	Affinity selection of immunoglobulins	6	10	15	24	48	
reactome:R-HSA-9944997	reactome	Loss of Function of KMT2D in MLL4 Complex Formation in Kabuki Syndrome	2	2	4	7	12	
reactome:R-HSA-9953078	reactome	MPS II - Hunter syndrome (CS/DS degradation)	2	2	3	4	5	
reactome:R-HSA-9953080	reactome	MPS VII - Sly syndrome (CS/DS degradation)	2	2	3	4	5	
reactome:R-HSA-9956514	reactome	ARG1 variants cause hyperargininemia	2	2	4	7	14	
reactome:R-HSA-9958517	reactome	SLC-mediated bile acid transport	2	4	7	10	19	
reactome:R-HSA-9975924	reactome	Assembly of the 9+2 motile cilia	6	16	33	60	125	
