key	source	name	k10	k25	k50	k100	k200	provenance
hallmark:HALLMARK_MTORC1_SIGNALING	hallmark	HALLMARK_MTORC1_SIGNALING	6	16	35	76	162	
hallmark:HALLMARK_MYC_TARGETS_V1	hallmark	HALLMARK_MYC_TARGETS_V1	6	16	35	76	162	
hallmark:HALLMARK_MYC_TARGETS_V2	hallmark	HALLMARK_MYC_TARGETS_V2	6	16	35	76	162	
hallmark:HALLMARK_MYOGENESIS	hallmark	HALLMARK_MYOGENESIS	6	15	27	45	91	
hallmark:HALLMARK_NOTCH_SIGNALING	hallmark	HALLMARK_NOTCH_SIGNALING	6	16	33	57	117	
hallmark:HALLMARK_OXIDATIVE_PHOSPHORYLATION	hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	6	16	35	74	155	
hallmark:HALLMARK_P53_PATHWAY	hallmark	HALLMARK_P53_PATHWAY	6	16	33	59	124	
hallmark:HALLMARK_PANCREAS_BETA_CELLS	hallmark	HALLMARK_PANCREAS_BETA_CELLS	6	16	32	53	110	
hallmark:HALLMARK_PEROXISOME	hallmark	HALLMARK_PEROXISOME	2	4	7	11	26	
hallmark:HALLMARK_PI3K_AKT_MTOR_SIGNALING	hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	6	16	33	59	124	
hallmark:HALLMARK_PROTEIN_SECRETION	hallmark	HALLMARK_PROTEIN_SECRETION	6	16	29	47	93	
hallmark:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	6	16	34	73	149	
hallmark:HALLMARK_SPERMATOGENESIS	hallmark	HALLMARK_SPERMATOGENESIS	6	11	18	31	59	
hallmark:HALLMARK_TGF_BETA_SIGNALING	hallmark	HALLMARK_TGF_BETA_SIGNALING	6	16	33	59	122	
hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	hallmark	HALLMARK_TNFA_SIGNALING_VIA_NFKB	6	10	15	24	48	
hallmark:HALLMARK_UNFOLDED_PROTEIN_RESPONSE	hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	6	16	33	64	133	
hallmark:HALLMARK_UV_RESPONSE_DN	hallmark	HALLMARK_UV_RESPONSE_DN	6	16	34	70	145	
hallmark:HALLMARK_UV_RESPONSE_UP	hallmark	HALLMARK_UV_RESPONSE_UP	6	16	34	70	145	
hallmark:HALLMARK_WNT_BETA_CATENIN_SIGNALING	hallmark	HALLMARK_WNT_BETA_CATENIN_SIGNALING	6	16	33	59	120	
hallmark:HALLMARK_XENOBIOTIC_METABOLISM	hallmark	HALLMARK_XENOBIOTIC_METABOLISM	6	16	35	75	159	
reactome:R-HSA-1059683	reactome	Interleukin-6 signaling	6	10	15	24	48	
reactome:R-HSA-109581	reactome	Apoptosis	6	16	33	56	115	
reactome:R-HSA-109582	reactome	Hemostasis	8	23	47	96	196	
reactome:R-HSA-109606	reactome	Intrinsic Pathway for Apoptosis	6	16	33	56	115	
reactome:R-HSA-110312	reactome	Translesion synthesis by REV1	6	16	33	69	140	
reactome:R-HSA-110328	reactome	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	6	16	35	74	155	
reactome:R-HSA-110362	reactome	POLB-Dependent Long Patch Base Excision Repair	6	16	33	69	141	
reactome:R-HSA-110373	reactome	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	6	16	33	69	141	
reactome:R-HSA-110381	reactome	Resolution of AP sites via the single-nucleotide replacement pathway	6	16	33	69	141	
reactome:R-HSA-111367	reactome	SLBP independent Processing of Histone Pre-mRNAs	6	16	33	63	131	
reactome:R-HSA-111453	reactome	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	6	16	33	59	121	
reactome:R-HSA-111885	reactome	Opioid Signalling	6	17	38	82	171	
reactome:R-HSA-111933	reactome	Calmodulin induced events	6	15	27	44	88	
reactome:R-HSA-111995	reactome	phospho-PLA2 pathway	2	4	7	11	23	
reactome:R-HSA-111996	reactome	Ca-dependent events	6	15	27	44	88	
reactome:R-HSA-112307	reactome	Transmission across Electrical Synapses	6	17	40	85	180	
reactome:R-HSA-112311	reactome	Neurotransmitter clearance	6	17	40	85	178	
reactome:R-HSA-114294	reactome	Activation, translocation and oligomerization of BAX	6	16	33	56	115	
reactome:R-HSA-114608	reactome	Platelet degranulation	8	23	47	96	196	
reactome:R-HSA-1169408	reactome	ISG15 antiviral mechanism	6	10	15	24	48	
reactome:R-HSA-1169410	reactome	Antimicrobial mechanism of IFN-stimulated genes	6	10	15	24	48	
reactome:R-HSA-1187000	reactome	Fertilization	6	11	18	31	59	
reactome:R-HSA-1222541	reactome	Cell redox homeostasis	6	16	34	73	149	
reactome:R-HSA-1227986	reactome	Signaling by ERBB2	6	16	33	59	122	
reactome:R-HSA-1234158	reactome	Regulation of gene expression by Hypoxia-inducible Factor	6	16	35	74	153	
reactome:R-HSA-1234174	reactome	Cellular response to hypoxia	6	16	34	73	149	
reactome:R-HSA-1234176	reactome	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	6	16	35	74	153	
reactome:R-HSA-1237112	reactome	Methionine salvage pathway	6	16	35	76	162	
reactome:R-HSA-1268020	reactome	Mitochondrial protein import	6	16	35	76	161	
reactome:R-HSA-1280215	reactome	Cytokine Signaling in Immune system	6	10	15	24	48	
reactome:R-HSA-1299287	reactome	Tandem pore domain halothane-inhibited K+ channel (THIK)	9	24	49	99	199	
reactome:R-HSA-1300642	reactome	Sperm Motility And Taxes	6	11	18	31	59	
reactome:R-HSA-141333	reactome	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	6	16	35	75	158	
reactome:R-HSA-141430	reactome	Inactivation of APC/C via direct inhibition of the APC/C complex	6	16	33	56	116	
reactome:R-HSA-1433617	reactome	Regulation of signaling by NODAL	6	14	24	40	80	
reactome:R-HSA-1474290	reactome	Collagen formation	2	2	3	4	6	
reactome:R-HSA-1483076	reactome	Synthesis of CL	2	4	7	11	23	
reactome:R-HSA-1483166	reactome	Synthesis of PA	2	4	7	11	23	
reactome:R-HSA-1483206	reactome	Glycerophospholipid biosynthesis	2	4	7	11	23	
reactome:R-HSA-1483249	reactome	Inositol phosphate metabolism	6	16	35	74	155	
reactome:R-HSA-156580	reactome	Phase II - Conjugation of compounds	6	16	35	75	159	
reactome:R-HSA-156581	reactome	Methylation	6	16	35	76	162	
reactome:R-HSA-156582	reactome	Acetylation	6	16	33	66	135	
reactome:R-HSA-1566977	reactome	Fibronectin matrix formation	6	14	23	37	69	
reactome:R-HSA-156711	reactome	Polo-like kinase mediated events	6	16	33	59	123	
reactome:R-HSA-1592230	reactome	Mitochondrial biogenesis	6	16	35	76	161	
reactome:R-HSA-159740	reactome	Gamma-carboxylation of protein precursors	6	16	35	74	151	
reactome:R-HSA-159782	reactome	Removal of aminoterminal propeptides from gamma-carboxylated proteins	6	16	35	74	151	
reactome:R-HSA-159854	reactome	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	6	16	35	74	151	
reactome:R-HSA-1606341	reactome	IRF3 mediated activation of type 1 IFN	6	10	15	24	48	
reactome:R-HSA-162589	reactome	Reverse Transcription of HIV RNA	6	9	13	20	37	
reactome:R-HSA-162699	reactome	Synthesis of dolichyl-phosphate mannose	2	2	3	3	4	
reactome:R-HSA-1632852	reactome	Macroautophagy	6	16	31	52	109	
reactome:R-HSA-163316	reactome	Mitochondrial transcription termination	6	16	33	68	139	
reactome:R-HSA-1640170	reactome	Cell Cycle	6	16	33	61	126	
reactome:R-HSA-164378	reactome	PKA activation in glucagon signalling	6	16	32	55	114	
reactome:R-HSA-164940	reactome	Nef mediated downregulation of MHC class I complex cell surface expression	6	10	15	24	48	
reactome:R-HSA-164944	reactome	Nef and signal transduction	6	10	15	24	48	
reactome:R-HSA-165159	reactome	MTOR signalling	6	16	35	76	162	
reactome:R-HSA-166016	reactome	Toll Like Receptor 4 (TLR4) Cascade	6	10	15	24	48	
reactome:R-HSA-1660510	reactome	PIPs transport between Golgi and plasma membranes	6	16	31	52	106	
reactome:R-HSA-166187	reactome	Mitochondrial Uncoupling	6	16	35	76	161	
reactome:R-HSA-166662	reactome	Lectin pathway of complement activation	6	10	15	24	45	
reactome:R-HSA-167160	reactome	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	6	9	13	20	37	
reactome:R-HSA-167172	reactome	Transcription of the HIV genome	6	9	13	20	37	
reactome:R-HSA-167246	reactome	Tat-mediated elongation of the HIV-1 transcript	6	9	13	20	37	
reactome:R-HSA-167590	reactome	Nef Mediated CD4 Down-regulation	6	10	15	24	48	
reactome:R-HSA-1679131	reactome	Trafficking and processing of endosomal TLR	6	10	15	24	48	
reactome:R-HSA-168142	reactome	Toll Like Receptor 10 (TLR10) Cascade	6	10	15	24	48	
reactome:R-HSA-168176	reactome	Toll Like Receptor 5 (TLR5) Cascade	6	10	15	24	48	
reactome:R-HSA-168268	reactome	Virus Assembly and Release	6	9	13	20	38	
reactome:R-HSA-168273	reactome	Influenza Viral RNA Transcription and Replication	6	9	13	20	38	
reactome:R-HSA-168333	reactome	NEP/NS2 Interacts with the Cellular Export Machinery	6	9	13	20	38	
reactome:R-HSA-173736	reactome	Alternative complement activation	6	10	15	24	45	
reactome:R-HSA-174143	reactome	APC/C-mediated degradation of cell cycle proteins	6	16	33	56	116	
reactome:R-HSA-174184	reactome	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	6	16	33	56	116	
reactome:R-HSA-175474	reactome	Assembly Of The HIV Virion	6	9	13	20	37	
reactome:R-HSA-176033	reactome	Interactions of Vpr with host cellular proteins	6	9	13	20	37	
reactome:R-HSA-177128	reactome	Conjugation of salicylate with glycine	2	3	5	8	15	
reactome:R-HSA-177135	reactome	Conjugation of benzoate with glycine	2	3	5	8	15	
reactome:R-HSA-1799339	reactome	SRP-dependent cotranslational protein targeting to membrane	6	16	33	63	130	
reactome:R-HSA-180910	reactome	Vpr-mediated nuclear import of PICs	6	9	13	20	37	
reactome:R-HSA-182218	reactome	Nef Mediated CD8 Down-regulation	6	10	15	24	48	
reactome:R-HSA-1839117	reactome	Signaling by cytosolic FGFR1 fusion mutants	6	16	33	59	122	
reactome:R-HSA-1855167	reactome	Synthesis of pyrophosphates in the cytosol	6	16	35	74	155	
reactome:R-HSA-1855191	reactome	Synthesis of IPs in the nucleus	6	16	35	74	155	
reactome:R-HSA-1855196	reactome	IP3 and IP4 transport between cytosol and nucleus	6	16	35	74	155	
reactome:R-HSA-189200	reactome	Cellular hexose transport	2	4	6	9	18	
reactome:R-HSA-189483	reactome	Heme degradation	6	16	35	74	153	
reactome:R-HSA-190242	reactome	FGFR1 ligand binding and activation	6	16	33	59	122	
reactome:R-HSA-190375	reactome	FGFR2c ligand binding and activation	6	16	33	59	122	
reactome:R-HSA-190840	reactome	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	6	16	31	52	106	
reactome:R-HSA-190861	reactome	Gap junction assembly	6	17	40	85	180	
reactome:R-HSA-1912399	reactome	Pre-NOTCH Processing in the Endoplasmic Reticulum	6	16	33	57	117	
reactome:R-HSA-192456	reactome	Digestion of dietary lipid	2	4	6	9	17	
reactome:R-HSA-192823	reactome	Viral mRNA Translation	6	9	13	20	38	
reactome:R-HSA-194068	reactome	Bile acid and bile salt metabolism	2	4	7	10	19	
reactome:R-HSA-194306	reactome	Neuropilin interactions with VEGF and VEGFR	6	16	33	59	119	
reactome:R-HSA-195253	reactome	Degradation of beta-catenin by the destruction complex	6	16	33	56	116	
reactome:R-HSA-195399	reactome	VEGF binds to VEGFR leading to receptor dimerization	6	14	23	37	72	
reactome:R-HSA-201556	reactome	Signaling by ALK	6	16	33	59	124	
reactome:R-HSA-202131	reactome	Metabolism of nitric oxide: NOS3 activation and regulation	6	16	32	55	113	
reactome:R-HSA-2022923	reactome	DS-GAG biosynthesis	2	2	3	4	6	
reactome:R-HSA-2024096	reactome	HS-GAG degradation	2	2	3	4	5	
reactome:R-HSA-2024101	reactome	CS/DS degradation	2	2	3	4	5	
reactome:R-HSA-202670	reactome	ERKs are inactivated	6	16	33	59	124	
reactome:R-HSA-204005	reactome	COPII-mediated vesicle transport	6	16	31	52	106	
reactome:R-HSA-204998	reactome	Cell death signalling via NRAGE, NRIF and NADE	6	16	33	59	119	
reactome:R-HSA-209543	reactome	p75NTR recruits signalling complexes	6	16	33	59	119	
reactome:R-HSA-209968	reactome	Thyroxine biosynthesis	6	12	20	33	61	
reactome:R-HSA-210744	reactome	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	6	16	32	53	110	
reactome:R-HSA-210746	reactome	Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	6	16	32	53	110	
reactome:R-HSA-211000	reactome	Gene Silencing by RNA	6	16	33	68	139	
reactome:R-HSA-211736	reactome	Stimulation of the cell death response by PAK-2p34	6	16	33	59	123	
reactome:R-HSA-211957	reactome	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	6	16	35	75	156	
reactome:R-HSA-211958	reactome	Miscellaneous substrates	6	16	35	75	157	
reactome:R-HSA-211976	reactome	Endogenous sterols	2	4	7	10	19	
reactome:R-HSA-212165	reactome	Epigenetic regulation of gene expression	6	16	33	69	144	
reactome:R-HSA-212718	reactome	EGFR interacts with phospholipase C-gamma	6	16	32	55	112	
reactome:R-HSA-2142845	reactome	Hyaluronan metabolism	2	2	3	4	6	
reactome:R-HSA-217271	reactome	FMO oxidises nucleophiles	6	16	35	74	153	
reactome:R-HSA-2197563	reactome	NOTCH2 intracellular domain regulates transcription	6	16	33	57	117	
reactome:R-HSA-2219530	reactome	Constitutive Signaling by Aberrant PI3K in Cancer	6	16	33	59	124	
reactome:R-HSA-2262752	reactome	Cellular responses to stress	6	16	34	73	149	
reactome:R-HSA-2393930	reactome	Phosphate bond hydrolysis by NUDT proteins	6	16	35	74	155	
reactome:R-HSA-2408550	reactome	Metabolism of ingested H2SeO4 and H2SeO3 into H2Se	6	19	42	88	184	
reactome:R-HSA-2408557	reactome	Selenocysteine synthesis	6	16	35	74	150	
reactome:R-HSA-2428928	reactome	IRS-related events triggered by IGF1R	6	16	33	64	133	
reactome:R-HSA-2468052	reactome	Establishment of Sister Chromatid Cohesion	6	16	33	61	126	
reactome:R-HSA-2514856	reactome	The phototransduction cascade	5	8	11	18	35	
reactome:R-HSA-2514859	reactome	Inactivation, recovery and regulation of the phototransduction cascade	5	8	11	18	35	
reactome:R-HSA-2534343	reactome	Interaction With Cumulus Cells And The Zona Pellucida	6	11	18	31	59	
reactome:R-HSA-2559583	reactome	Cellular Senescence	6	16	33	61	127	
reactome:R-HSA-2559584	reactome	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	6	16	33	61	127	
reactome:R-HSA-2565942	reactome	Regulation of PLK1 Activity at G2/M Transition	6	16	33	59	124	
reactome:R-HSA-264876	reactome	Insulin processing	6	16	32	53	110	
reactome:R-HSA-2672351	reactome	Stimuli-sensing channels	5	7	10	17	33	
reactome:R-HSA-2978092	reactome	Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	6	16	35	74	152	
reactome:R-HSA-2995410	reactome	Nuclear Envelope (NE) Reassembly	6	16	33	61	126	
reactome:R-HSA-3065678	reactome	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	6	16	33	67	138	
reactome:R-HSA-3214841	reactome	PKMTs methylate histone lysines	6	16	35	76	162	
reactome:R-HSA-3214842	reactome	HDMs demethylate histones	6	16	35	76	162	
reactome:R-HSA-3229121	reactome	Glycogen storage diseases	2	2	4	7	14	
reactome:R-HSA-3304351	reactome	Signaling by TGF-beta Receptor Complex in Cancer	6	16	33	59	122	
reactome:R-HSA-3304356	reactome	SMAD2/3 Phosphorylation Motif Mutants in Cancer	6	16	33	59	122	
reactome:R-HSA-3359463	reactome	Defective CUBN causes MGA1	2	2	4	7	14	
reactome:R-HSA-3359475	reactome	Defective MMAA causes MMA, cblA type	2	2	4	7	12	
reactome:R-HSA-349425	reactome	Autodegradation of the E3 ubiquitin ligase COP1	6	16	33	56	116	
reactome:R-HSA-350562	reactome	Regulation of ornithine decarboxylase (ODC)	6	16	35	74	154	
reactome:R-HSA-352230	reactome	Amino acid transport across the plasma membrane	2	4	6	9	18	
reactome:R-HSA-3560782	reactome	Diseases associated with glycosaminoglycan metabolism	2	2	4	7	14	
reactome:R-HSA-3560792	reactome	Defective SLC26A2 causes chondrodysplasias	2	2	4	7	13	
reactome:R-HSA-3595177	reactome	Defective CHSY1 causes TPBS	2	2	4	7	13	
reactome:R-HSA-3645790	reactome	TGFBR2 Kinase Domain Mutants in Cancer	6	16	33	59	122	
reactome:R-HSA-3700989	reactome	Transcriptional Regulation by TP53	6	16	33	59	124	
reactome:R-HSA-375165	reactome	NCAM signaling for neurite out-growth	6	17	40	85	180	
reactome:R-HSA-3781865	reactome	Diseases of glycosylation	2	2	4	7	14	
reactome:R-HSA-379398	reactome	Enzymatic degradation of Dopamine by monoamine oxidase	6	16	35	75	158	
reactome:R-HSA-379716	reactome	Cytosolic tRNA aminoacylation	6	16	33	66	136	
reactome:R-HSA-380108	reactome	Chemokine receptors bind chemokines	6	10	15	24	48	
reactome:R-HSA-380259	reactome	Loss of Nlp from mitotic centrosomes	6	16	33	62	128	
reactome:R-HSA-380612	reactome	Metabolism of serotonin	6	16	35	75	158	
reactome:R-HSA-381042	reactome	PERK regulates gene expression	6	16	33	64	133	
reactome:R-HSA-381676	reactome	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	6	16	32	53	110	
reactome:R-HSA-3828062	reactome	Glycogen storage disease type 0 (muscle GYS1)	2	2	4	7	14	
reactome:R-HSA-389357	reactome	CD28 dependent PI3K/Akt signaling	6	10	15	24	48	
reactome:R-HSA-389542	reactome	NADPH regeneration	6	16	35	74	155	
reactome:R-HSA-389977	reactome	Post-chaperonin tubulin folding pathway	6	16	31	52	107	
reactome:R-HSA-390522	reactome	Striated Muscle Contraction	6	15	27	45	91	
reactome:R-HSA-3906995	reactome	Diseases associated with O-glycosylation of proteins	2	2	4	7	14	
reactome:R-HSA-391251	reactome	Protein folding	6	16	31	52	107	
reactome:R-HSA-391908	reactome	Prostanoid ligand receptors	6	16	32	54	111	
reactome:R-HSA-392023	reactome	Adrenaline signalling through Alpha-2 adrenergic receptor	6	20	44	90	186	
reactome:R-HSA-392499	reactome	Metabolism of proteins	6	16	35	74	150	
reactome:R-HSA-392517	reactome	Rap1 signalling	6	16	33	69	143	
reactome:R-HSA-397014	reactome	Muscle contraction	6	15	27	45	91	
reactome:R-HSA-399710	reactome	Activation of AMPA receptors	6	17	40	85	178	
reactome:R-HSA-400508	reactome	Incretin synthesis, secretion, and inactivation	6	16	32	53	110	
reactome:R-HSA-4085001	reactome	Sialic acid metabolism	2	2	3	4	6	
reactome:R-HSA-416482	reactome	G alpha (12/13) signalling events	6	16	33	59	124	
reactome:R-HSA-418038	reactome	Nucleotide-like (purinergic) receptors	6	16	32	54	111	
reactome:R-HSA-418217	reactome	G beta:gamma signalling through PLC beta	6	16	32	55	114	
reactome:R-HSA-418359	reactome	Reduction of cytosolic Ca++ levels	6	15	27	44	88	
reactome:R-HSA-419037	reactome	NCAM1 interactions	6	17	40	85	180	
reactome:R-HSA-421270	reactome	Cell-cell junction organization	6	14	23	37	69	
reactome:R-HSA-422356	reactome	Regulation of insulin secretion	6	16	32	53	110	
reactome:R-HSA-422475	reactome	Axon guidance	6	17	40	85	180	
reactome:R-HSA-427652	reactome	Sodium-coupled phosphate cotransporters	6	20	44	91	190	
reactome:R-HSA-427975	reactome	Proton/oligopeptide cotransporters	2	4	6	9	18	
reactome:R-HSA-428157	reactome	Sphingolipid metabolism	2	4	7	11	22	
reactome:R-HSA-429914	reactome	Deadenylation-dependent mRNA decay	6	16	33	68	139	
reactome:R-HSA-429947	reactome	Deadenylation of mRNA	6	16	33	68	139	
reactome:R-HSA-429958	reactome	mRNA decay by 3' to 5' exoribonuclease	6	16	33	68	139	
reactome:R-HSA-432047	reactome	Passive transport by Aquaporins	6	20	44	91	187	
reactome:R-HSA-438064	reactome	Post NMDA receptor activation events	6	17	40	85	178	
reactome:R-HSA-4420097	reactome	VEGFA-VEGFR2 Pathway	6	14	23	37	72	
reactome:R-HSA-444257	reactome	RSK activation	6	16	33	59	119	
reactome:R-HSA-445355	reactome	Smooth Muscle Contraction	6	15	27	45	91	
reactome:R-HSA-445989	reactome	TAK1-dependent IKK and NF-kappa-B activation	6	10	15	24	48	
reactome:R-HSA-446652	reactome	Interleukin-1 family signaling	6	10	15	24	48	
reactome:R-HSA-446728	reactome	Cell junction organization	6	14	23	37	69	
reactome:R-HSA-447043	reactome	Neurofascin interactions	6	17	40	85	180	
reactome:R-HSA-448706	reactome	Interleukin-1 processing	6	10	15	24	47	
reactome:R-HSA-449836	reactome	Other interleukin signaling	6	10	15	24	48	
reactome:R-HSA-450321	reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	6	10	15	24	48	
reactome:R-HSA-451306	reactome	Ionotropic activity of kainate receptors	6	17	40	85	178	
reactome:R-HSA-453276	reactome	Regulation of mitotic cell cycle	6	16	33	61	126	
reactome:R-HSA-453279	reactome	Mitotic G1 phase and G1/S transition	6	16	33	61	126	
reactome:R-HSA-456926	reactome	Thrombin signalling through proteinase activated receptors (PARs)	8	23	47	96	196	
reactome:R-HSA-4570571	reactome	Defective RFT1 causes CDG-1n	2	2	3	3	3	
reactome:R-HSA-4717374	reactome	Defective DPM1 causes DPM1-CDG	2	2	3	3	3	
reactome:R-HSA-4755583	reactome	Defective DOLK causes DOLK-CDG	2	2	3	3	3	
reactome:R-HSA-4755609	reactome	Defective DHDDS causes RP59	5	8	11	18	34	
reactome:R-HSA-4839726	reactome	Chromatin organization	6	16	33	69	144	
reactome:R-HSA-5173214	reactome	O-glycosylation of TSR domain-containing proteins	2	2	3	3	4	
reactome:R-HSA-5205647	reactome	Mitophagy	6	16	35	76	161	
reactome:R-HSA-5218900	reactome	CASP8 activity is inhibited	6	16	33	56	116	
reactome:R-HSA-5218921	reactome	VEGFR2 mediated cell proliferation	6	14	23	37	72	
reactome:R-HSA-525793	reactome	Myogenesis	6	15	27	45	91	
reactome:R-HSA-5357769	reactome	Caspase activation via extrinsic apoptotic signalling pathway	6	16	33	56	115	
reactome:R-HSA-5358351	reactome	Signaling by Hedgehog	6	17	40	84	176	
reactome:R-HSA-5358493	reactome	Synthesis of diphthamide-EEF2	6	16	33	67	137	
reactome:R-HSA-5358508	reactome	Mismatch Repair	6	16	35	76	162	
reactome:R-HSA-5358747	reactome	CTNNB1 S33 mutants aren't phosphorylated	6	16	33	59	120	
reactome:R-HSA-5368287	reactome	Mitochondrial translation	6	16	35	76	161	
reactome:R-HSA-5368598	reactome	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	6	15	26	43	85	
reactome:R-HSA-5467348	reactome	Truncations of AMER1 destabilize the destruction complex	6	16	33	56	116	
reactome:R-HSA-5545619	reactome	XAV939 stabilizes AXIN	6	16	33	59	120	
reactome:R-HSA-5576891	reactome	Cardiac conduction	6	15	27	44	87	
reactome:R-HSA-5576893	reactome	Phase 2 - plateau phase	6	15	28	46	92	
reactome:R-HSA-5576894	reactome	Phase 1 - inactivation of fast Na+ channels	6	15	27	44	87	
reactome:R-HSA-5578775	reactome	Ion homeostasis	6	20	44	91	190	
reactome:R-HSA-5578995	reactome	Defective TPMT causes TPMT deficiency	6	16	35	77	164	
reactome:R-HSA-5579002	reactome	Defective UGT1A1 causes hyperbilirubinemia	2	2	4	7	14	
reactome:R-HSA-5579005	reactome	Defective CYP4F22 causes ARCI5	2	2	4	6	10	
reactome:R-HSA-5579010	reactome	Defective CYP24A1 causes HCAI	2	2	4	6	10	
reactome:R-HSA-5579017	reactome	Defective CYP11B1 causes AH4	2	2	4	6	10	
reactome:R-HSA-5579021	reactome	Defective CYP21A2 causes AH3	2	2	4	6	10	
reactome:R-HSA-5579027	reactome	Defective CYP27B1 causes VDDR1B	2	2	4	6	10	
reactome:R-HSA-561048	reactome	Organic anion transport by SLC22 transporters	6	20	44	91	190	
reactome:R-HSA-5610783	reactome	Degradation of GLI2 by the proteasome	6	17	40	84	174	
reactome:R-HSA-5619041	reactome	Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)	2	2	4	7	14	
reactome:R-HSA-5619042	reactome	Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)	8	22	46	95	195	
reactome:R-HSA-5619050	reactome	Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)	2	2	4	7	14	
reactome:R-HSA-5619052	reactome	Defective SLC9A9 causes autism 16 (AUTS16)	2	2	4	7	13	
reactome:R-HSA-5619068	reactome	Defective SLC2A10 causes arterial tortuosity syndrome (ATS)	2	2	4	7	13	
reactome:R-HSA-5619077	reactome	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)	5	8	11	18	34	
reactome:R-HSA-5619095	reactome	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)	2	2	4	7	13	
reactome:R-HSA-5619098	reactome	Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)	2	2	4	7	14	
reactome:R-HSA-5619110	reactome	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	2	2	4	7	14	
reactome:R-HSA-5619111	reactome	Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)	2	2	4	6	10	
reactome:R-HSA-5620916	reactome	VxPx cargo-targeting to cilium	6	16	33	60	125	
reactome:R-HSA-5626978	reactome	TNFR1-mediated ceramide production	6	10	15	24	48	
reactome:R-HSA-5632928	reactome	Defective Mismatch Repair Associated With MSH2	6	16	35	76	162	
reactome:R-HSA-5652227	reactome	Fructose biosynthesis	6	16	35	74	152	
reactome:R-HSA-5653656	reactome	Vesicle-mediated transport	6	16	31	52	106	
reactome:R-HSA-5654219	reactome	Phospholipase C-mediated cascade: FGFR1	6	16	33	59	122	
reactome:R-HSA-5654716	reactome	Downstream signaling of activated FGFR4	6	16	33	59	122	
reactome:R-HSA-5654736	reactome	Signaling by FGFR1	6	16	33	59	122	
reactome:R-HSA-5656169	reactome	Termination of translesion DNA synthesis	6	16	33	68	139	
reactome:R-HSA-5660883	reactome	Defective amino acid transport by SLC7A9 causes cystinuria (CSNU)	2	2	4	7	11	
reactome:R-HSA-5662853	reactome	Essential pentosuria	2	2	4	7	14	
reactome:R-HSA-5663084	reactome	Diseases of carbohydrate metabolism	2	2	4	7	14	
reactome:R-HSA-5666185	reactome	RHO GTPases Activate Rhotekin and Rhophilins	6	16	33	69	143	
reactome:R-HSA-5668599	reactome	RHO GTPases Activate NADPH Oxidases	6	16	33	69	143	
reactome:R-HSA-5674400	reactome	Constitutive Signaling by AKT1 E17K in Cancer	6	16	33	59	124	
reactome:R-HSA-5675221	reactome	Negative regulation of MAPK pathway	6	16	33	59	124	
reactome:R-HSA-5676590	reactome	NIK-->noncanonical NF-kB signaling	6	10	15	24	48	
reactome:R-HSA-5676934	reactome	Protein repair	6	16	33	65	134	
reactome:R-HSA-5678895	reactome	Defective CFTR causes cystic fibrosis	2	2	4	7	11	
reactome:R-HSA-5683177	reactome	Defective ABCC8 can cause hypo- and hyper-glycemias	2	2	4	7	14	
reactome:R-HSA-5683678	reactome	Defective ABCA3 causes SMDP3	2	2	4	7	13	
reactome:R-HSA-5685939	reactome	HDR through MMEJ (alt-NHEJ)	6	16	35	76	163	
reactome:R-HSA-5689901	reactome	Metalloprotease DUBs	6	16	31	52	108	
reactome:R-HSA-5693579	reactome	Homologous DNA Pairing and Strand Exchange	6	16	33	61	126	
