pathway_id	pathway_name	symbol	hgnc_id	match_type	test	reason
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168276	NS1 Mediated Effects on Host Pathways	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168277	Influenza Virus Induced Apoptosis	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168277	Influenza Virus Induced Apoptosis	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168298	Release	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168298	Release	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168298	Release	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168298	Release	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168298	Release	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168298	Release	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168298	Release	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168298	Release	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168302	Budding	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168302	Budding	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168302	Budding	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168302	Budding	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168302	Budding	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168302	Budding	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168302	Budding	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168302	Budding	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168303	Packaging of Eight RNA Segments	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168303	Packaging of Eight RNA Segments	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168303	Packaging of Eight RNA Segments	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168303	Packaging of Eight RNA Segments	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168303	Packaging of Eight RNA Segments	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168303	Packaging of Eight RNA Segments	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168303	Packaging of Eight RNA Segments	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168303	Packaging of Eight RNA Segments	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168305	Inhibition of Interferon Synthesis	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168315	Inhibition of Host mRNA Processing and RNA Silencing	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168316	Assembly of Viral Components at the Budding Site	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168316	Assembly of Viral Components at the Budding Site	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168316	Assembly of Viral Components at the Budding Site	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168316	Assembly of Viral Components at the Budding Site	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168325	Viral Messenger RNA Synthesis	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168325	Viral Messenger RNA Synthesis	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168325	Viral Messenger RNA Synthesis	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168325	Viral Messenger RNA Synthesis	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168325	Viral Messenger RNA Synthesis	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168336	Uncoating of the Influenza Virion	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168336	Uncoating of the Influenza Virion	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168336	Uncoating of the Influenza Virion	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168336	Uncoating of the Influenza Virion	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168336	Uncoating of the Influenza Virion	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168336	Uncoating of the Influenza Virion	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168336	Uncoating of the Influenza Virion	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-168336	Uncoating of the Influenza Virion	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-168638	NOD1/2 Signaling Pathway	N	-	-	0	symbol resolves to no HGNC record
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	N	-	-	0	symbol resolves to no HGNC record
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	fliC	-	-	0	symbol resolves to no HGNC record
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	fljB	-	-	0	symbol resolves to no HGNC record
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	hly	-	-	0	symbol resolves to no HGNC record
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	prgJ	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	HA-33	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	botA	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	botB	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	botD	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	botE	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	botF	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	botG	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	ha17	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	ha70	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	ntnha	-	-	0	symbol resolves to no HGNC record
R-HSA-168799	Neurotoxicity of clostridium toxins	tetX	-	-	0	symbol resolves to no HGNC record
R-HSA-168874	Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-168874	Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168874	Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-168888	Inhibition of IFN-beta	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-168898	Toll-like Receptor Cascades	N	-	-	0	symbol resolves to no HGNC record
R-HSA-168898	Toll-like Receptor Cascades	fliC	-	-	0	symbol resolves to no HGNC record
R-HSA-168898	Toll-like Receptor Cascades	mip	-	-	0	symbol resolves to no HGNC record
R-HSA-168898	Toll-like Receptor Cascades	porB	-	-	0	symbol resolves to no HGNC record
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	1C	-	-	0	symbol resolves to no HGNC record
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	9b	-	-	0	symbol resolves to no HGNC record
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	M	-	-	0	symbol resolves to no HGNC record
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	N	-	-	0	symbol resolves to no HGNC record
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	rep	-	-	0	symbol resolves to no HGNC record
R-HSA-169131	Inhibition of PKR	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-171286	Synthesis and processing of ENV and VPU	env	-	-	0	symbol resolves to no HGNC record
R-HSA-171286	Synthesis and processing of ENV and VPU	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	env	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-173107	Binding and entry of HIV virion	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-173623	Classical antibody-mediated complement activation	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-173623	Classical antibody-mediated complement activation	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-174490	Membrane binding and targetting of GAG proteins	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	env	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-175474	Assembly Of The HIV Virion	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-175567	Integration of viral DNA into host genomic DNA	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-175567	Integration of viral DNA into host genomic DNA	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-175567	Integration of viral DNA into host genomic DNA	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-175567	Integration of viral DNA into host genomic DNA	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-175567	Integration of viral DNA into host genomic DNA	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-175567	Integration of viral DNA into host genomic DNA	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-176033	Interactions of Vpr with host cellular proteins	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-176033	Interactions of Vpr with host cellular proteins	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-176033	Interactions of Vpr with host cellular proteins	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-176033	Interactions of Vpr with host cellular proteins	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-176033	Interactions of Vpr with host cellular proteins	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-176033	Interactions of Vpr with host cellular proteins	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-176034	Interactions of Tat with host cellular proteins	tat	-	-	0	symbol resolves to no HGNC record
R-HSA-177243	Interactions of Rev with host cellular proteins	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-177539	Autointegration results in viral DNA circles	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-177539	Autointegration results in viral DNA circles	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-177539	Autointegration results in viral DNA circles	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-177539	Autointegration results in viral DNA circles	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-177539	Autointegration results in viral DNA circles	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-177539	Autointegration results in viral DNA circles	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	7SL RNA (ENSG00000222619)	-	-	0	symbol resolves to no HGNC record
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	7SL RNA (ENSG00000222639)	-	-	0	symbol resolves to no HGNC record
R-HSA-180534	Vpu mediated degradation of CD4	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-180585	Vif-mediated degradation of APOBEC3G	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-180746	Nuclear import of Rev protein	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-180897	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-180910	Vpr-mediated nuclear import of PICs	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-180910	Vpr-mediated nuclear import of PICs	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-180910	Vpr-mediated nuclear import of PICs	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-180910	Vpr-mediated nuclear import of PICs	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-180910	Vpr-mediated nuclear import of PICs	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-180910	Vpr-mediated nuclear import of PICs	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	N	-	-	0	symbol resolves to no HGNC record
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	mip	-	-	0	symbol resolves to no HGNC record
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	porB	-	-	0	symbol resolves to no HGNC record
R-HSA-182218	Nef Mediated CD8 Down-regulation	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-189445	Metabolism of porphyrins	GUSB	HGNC:4696	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-189483	Heme degradation	GUSB	HGNC:4696	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-191650	Regulation of gap junction activity	E	-	-	0	symbol resolves to no HGNC record
R-HSA-191859	snRNP Assembly	rep	-	-	0	symbol resolves to no HGNC record
R-HSA-192814	vRNA Synthesis	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192814	vRNA Synthesis	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-192814	vRNA Synthesis	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192814	vRNA Synthesis	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-192814	vRNA Synthesis	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	M	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	NA	HGNC:12811	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192823	Viral mRNA Translation	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192823	Viral mRNA Translation	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-192823	Viral mRNA Translation	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192823	Viral mRNA Translation	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-192823	Viral mRNA Translation	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-192869	cRNA Synthesis	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192869	cRNA Synthesis	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-192869	cRNA Synthesis	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192869	cRNA Synthesis	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-192869	cRNA Synthesis	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-192905	vRNP Assembly	NP	HGNC:7892	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192905	vRNP Assembly	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-192905	vRNP Assembly	PA	HGNC:8549	previous	2	gene is covered by the exports but absent from this pathway
R-HSA-192905	vRNP Assembly	PB1	HGNC:30064	alias	2	gene is covered by the exports but absent from this pathway
R-HSA-192905	vRNP Assembly	PB2	-	-	0	symbol resolves to no HGNC record
R-HSA-194138	Signaling by VEGF	M	-	-	0	symbol resolves to no HGNC record
R-HSA-194138	Signaling by VEGF	N	-	-	0	symbol resolves to no HGNC record
R-HSA-194441	Metabolism of non-coding RNA	rep	-	-	0	symbol resolves to no HGNC record
R-HSA-195721	Signaling by WNT	MIR92b	-	-	0	symbol resolves to no HGNC record
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HLA-H	HGNC:4965	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	HN	HGNC:7471	alias	4	gene absent from exports; matched via the alias tier
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	UL83	-	-	0	symbol resolves to no HGNC record
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	cd21	-	-	0	symbol resolves to no HGNC record
R-HSA-199991	Membrane Trafficking	E	-	-	0	symbol resolves to no HGNC record
R-HSA-199991	Membrane Trafficking	KIF5C	HGNC:6325	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-199991	Membrane Trafficking	POLG	HGNC:9179	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-202733	Cell surface interactions at the vascular wall	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	eba-140	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	eba1	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	ebl-1	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaA	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaB	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaC	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaD	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaE	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaF	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaG	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaH	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaI	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaJ	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	opaK	-	-	0	symbol resolves to no HGNC record
R-HSA-202733	Cell surface interactions at the vascular wall	piiC	-	-	0	symbol resolves to no HGNC record
R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-2029481	FCGR activation	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-2029481	FCGR activation	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-2029485	Role of phospholipids in phagocytosis	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-2029485	Role of phospholipids in phagocytosis	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-211000	Gene Silencing by RNA	TRL-CAG1	-	-	0	symbol resolves to no HGNC record
R-HSA-212165	Epigenetic regulation of gene expression	18S rRNA, 5.8S rRNA, 28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-212165	Epigenetic regulation of gene expression	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-212165	Epigenetic regulation of gene expression	45S pre-rRNA gene	-	-	0	symbol resolves to no HGNC record
R-HSA-212165	Epigenetic regulation of gene expression	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-212165	Epigenetic regulation of gene expression	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-212436	Generic Transcription Pathway	MIR378	HGNC:31871	previous	4	gene absent from exports; matched via the previous tier
R-HSA-212436	Generic Transcription Pathway	miR-224	-	-	0	symbol resolves to no HGNC record
R-HSA-2132295	MHC class II antigen presentation	KIF5C	HGNC:6325	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-2168880	Scavenging of heme from plasma	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-2168880	Scavenging of heme from plasma	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	porB	-	-	0	symbol resolves to no HGNC record
