pathway_id	pathway_name	symbol	hgnc_id	match_type	test	reason
R-HSA-109581	Apoptosis	MC159L	-	-	0	symbol resolves to no HGNC record
R-HSA-109581	Apoptosis	ORF71	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	KIF5C	HGNC:6325	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-109582	Hemostasis	eba-140	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	eba1	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	ebl-1	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaA	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaB	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaC	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaD	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaE	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaF	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaG	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaH	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaI	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaJ	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	opaK	-	-	0	symbol resolves to no HGNC record
R-HSA-109582	Hemostasis	piiC	-	-	0	symbol resolves to no HGNC record
R-HSA-1169408	ISG15 antiviral mechanism	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-1169408	ISG15 antiviral mechanism	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	1a	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	DENCMEMSB	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	E1	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	Genome polyprotein	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	Human respiratory syncytial virus A2, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	IRF1	HGNC:6116	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	N	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	OPG035	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	SARS coronavirus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	Sindbis virus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	TRS1	HGNC:16292	previous	4	gene absent from exports; matched via the previous tier
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	Tick-borne encephalitis virus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	VP3	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	Vesicular stomatitis Indiana virus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	West Nile virus RNA, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	pp1a	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	rep	-	-	0	symbol resolves to no HGNC record
R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	tat	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	ahpC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	katG	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	secA1	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	secA2	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	secD	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	secE	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	secF	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	secG	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	secY	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	sodB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	sodC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222449	Mtb iron assimilation by chelation	Rv2895c	-	-	0	symbol resolves to no HGNC record
R-HSA-1222449	Mtb iron assimilation by chelation	bfr	-	-	0	symbol resolves to no HGNC record
R-HSA-1222449	Mtb iron assimilation by chelation	bfrB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222449	Mtb iron assimilation by chelation	irtA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222449	Mtb iron assimilation by chelation	irtB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	MT2748	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	Rv2895c	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	adhE2	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	ahpC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	ahpD	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	ahpE	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	bfr	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	bfrB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	dlaT	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	fgd1	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	ggtA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	glbN	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	irtA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	irtB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	katG	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	lpdC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	msrA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	oppA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	oppB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	oppC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	oppD	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	secA1	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	secA2	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	secD	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	secE	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	secF	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	secG	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	secY	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	sodB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	sodC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	tpx	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	trx-2	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	trxA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222499	Latent infection - Other responses of Mtb to phagocytosis	trxB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	MT2748	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	adhE2	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	ahpC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	ahpE	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	ggtA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	glbN	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	msrA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	oppA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	oppB	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	oppC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	oppD	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	tpx	-	-	0	symbol resolves to no HGNC record
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	trxA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	ahpC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	ahpD	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	dlaT	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	fgd1	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	lpdC	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	tpx	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	trx-2	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	trxA	-	-	0	symbol resolves to no HGNC record
R-HSA-1222541	Cell redox homeostasis	trxB	-	-	0	symbol resolves to no HGNC record
R-HSA-1236974	ER-Phagosome pathway	HLA-H	HGNC:4965	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1236974	ER-Phagosome pathway	mip	-	-	0	symbol resolves to no HGNC record
R-HSA-1236974	ER-Phagosome pathway	porB	-	-	0	symbol resolves to no HGNC record
R-HSA-1236975	Antigen processing-Cross presentation	HLA-H	HGNC:4965	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1236975	Antigen processing-Cross presentation	mip	-	-	0	symbol resolves to no HGNC record
R-HSA-1236975	Antigen processing-Cross presentation	porB	-	-	0	symbol resolves to no HGNC record
R-HSA-1236977	Endosomal/Vacuolar pathway	HLA-H	HGNC:4965	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1257604	PIP3 activates AKT signaling	CNOT6L	HGNC:18042	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1257604	PIP3 activates AKT signaling	M	-	-	0	symbol resolves to no HGNC record
R-HSA-1257604	PIP3 activates AKT signaling	MIR21	HGNC:31586	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1257604	PIP3 activates AKT signaling	N	-	-	0	symbol resolves to no HGNC record
R-HSA-1257604	PIP3 activates AKT signaling	VAPA	HGNC:12648	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1266738	Developmental Biology	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1266738	Developmental Biology	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1266738	Developmental Biology	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1266738	Developmental Biology	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1266738	Developmental Biology	BIRC5	HGNC:593	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1266738	Developmental Biology	BLNC1	HGNC:30131	alias	4	gene absent from exports; matched via the alias tier
R-HSA-1266738	Developmental Biology	ELL2	HGNC:17064	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1266738	Developmental Biology	KDM1B	HGNC:21577	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1266738	Developmental Biology	KDM4B	HGNC:29136	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1266738	Developmental Biology	KDM4C	HGNC:17071	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1266738	Developmental Biology	KPNA2	HGNC:6395	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1266738	Developmental Biology	TET2	HGNC:25941	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1280215	Cytokine Signaling in Immune system	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	1a	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	8	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	DENCMEMSB	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	E1	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	Genome polyprotein	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	Human respiratory syncytial virus A2, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	N	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	NS	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	OPG035	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	SARS coronavirus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	Sindbis virus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	TRS1	HGNC:16292	previous	4	gene absent from exports; matched via the previous tier
R-HSA-1280215	Cytokine Signaling in Immune system	Tick-borne encephalitis virus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	VP3	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	Vesicular stomatitis Indiana virus, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	West Nile virus RNA, complete genome	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	pp1a	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	rep	-	-	0	symbol resolves to no HGNC record
R-HSA-1280215	Cytokine Signaling in Immune system	tat	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	8	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	HA	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	HLA-H	HGNC:4965	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1280218	Adaptive Immune System	HN	HGNC:7471	alias	4	gene absent from exports; matched via the alias tier
R-HSA-1280218	Adaptive Immune System	IGHV	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	IGLV	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	KIF5C	HGNC:6325	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1280218	Adaptive Immune System	M	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	MIR142	HGNC:31529	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-1280218	Adaptive Immune System	N	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	UL83	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	cd21	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	mip	-	-	0	symbol resolves to no HGNC record
R-HSA-1280218	Adaptive Immune System	porB	-	-	0	symbol resolves to no HGNC record
R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	MC159L	-	-	0	symbol resolves to no HGNC record
R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	ORF71	-	-	0	symbol resolves to no HGNC record
R-HSA-1430728	Metabolism	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1430728	Metabolism	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1430728	Metabolism	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1430728	Metabolism	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-1430728	Metabolism	ACOT7L	-	-	0	symbol resolves to no HGNC record
R-HSA-1461973	Defensins	env	-	-	0	symbol resolves to no HGNC record
R-HSA-1462054	Alpha-defensins	env	-	-	0	symbol resolves to no HGNC record
R-HSA-1500931	Cell-Cell communication	E	-	-	0	symbol resolves to no HGNC record
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156842	Eukaryotic Translation Elongation	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156842	Eukaryotic Translation Elongation	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156842	Eukaryotic Translation Elongation	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156842	Eukaryotic Translation Elongation	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156902	Peptide chain elongation	18S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156902	Peptide chain elongation	28S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156902	Peptide chain elongation	5.8S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-156902	Peptide chain elongation	5S rRNA	-	-	0	symbol resolves to no HGNC record
R-HSA-157858	Gap junction trafficking and regulation	E	-	-	0	symbol resolves to no HGNC record
R-HSA-162582	Signal Transduction	CNOT6L	HGNC:18042	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-162582	Signal Transduction	M	-	-	0	symbol resolves to no HGNC record
R-HSA-162582	Signal Transduction	MIR21	HGNC:31586	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-162582	Signal Transduction	MIR92b	-	-	0	symbol resolves to no HGNC record
R-HSA-162582	Signal Transduction	N	-	-	0	symbol resolves to no HGNC record
R-HSA-162582	Signal Transduction	OPG199	-	-	0	symbol resolves to no HGNC record
R-HSA-162582	Signal Transduction	UL36	-	-	0	symbol resolves to no HGNC record
R-HSA-162582	Signal Transduction	VAPA	HGNC:12648	approved	2	gene is covered by the exports but absent from this pathway
R-HSA-162585	Uncoating of the HIV Virion	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162585	Uncoating of the HIV Virion	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162585	Uncoating of the HIV Virion	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-162585	Uncoating of the HIV Virion	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162585	Uncoating of the HIV Virion	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162585	Uncoating of the HIV Virion	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162585	Uncoating of the HIV Virion	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	env	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	tat	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162587	HIV Life Cycle	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	env	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162588	Budding and maturation of HIV virion	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162589	Reverse Transcription of HIV RNA	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162589	Reverse Transcription of HIV RNA	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162589	Reverse Transcription of HIV RNA	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162589	Reverse Transcription of HIV RNA	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162589	Reverse Transcription of HIV RNA	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162589	Reverse Transcription of HIV RNA	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162592	Integration of provirus	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162592	Integration of provirus	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162592	Integration of provirus	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162592	Integration of provirus	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162592	Integration of provirus	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162592	Integration of provirus	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	env	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162594	Early Phase of HIV Life Cycle	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	env	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	tat	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162599	Late Phase of HIV Life Cycle	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	env	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	tat	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162906	HIV Infection	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	gag	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	gag-pol	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	nef	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	rev	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	tat	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	vif	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	vpr	-	-	0	symbol resolves to no HGNC record
R-HSA-162909	Host Interactions of HIV factors	vpu	-	-	0	symbol resolves to no HGNC record
R-HSA-1643685	Disease	16S rRNA	-	-	0	symbol resolves to no HGNC record
