key	reason
btm:M80	not_recurrent
go:GO:0030308	not_recurrent
go:GO:0033630	not_recurrent
go:GO:0060033	not_recurrent
go:GO:0061009	not_recurrent
go:GO:0097150	not_recurrent
hallmark:HALLMARK_KRAS_SIGNALING_UP	not_recurrent
reactome:R-HSA-9854909	not_recurrent
